section_a,section_b,mesh_similarity
Research Technology Branch,HIV Pathogenesis Section,0.020624008461131677
Building 14B South,Allergy and Immunology Clinical Training Program,0.020618556701030927
Tick-Pathogen Transmission Unit,Genetic Engineering Section,0.02061155152887882
Pathogen Molecular Genetics Section,Antibody Biology Unit,0.020563594821020565
Clinical Research Section,Antibody Biology Unit,0.02053622361665716
Molecular Microbiology Section,Building NIHAC/103,0.02050473186119874
Cellular Immunology Section,Building 33,0.020497165285651986
Clinical Research Section,Building 33,0.02046617396247868
NIAID International Center of Excellence in Research Cambodia,Caliciviruses Section,0.020462633451957295
NIAID International Center of Excellence in Research Cambodia,DNA Tumor Virus Section,0.02045728038507822
Molecular Parasitology and Entomology Unit,HIV Pathogenesis Section,0.020441097364174286
Office of the Animal Program Director,Neuroimmunological Diseases Section,0.020429009193054137
Malaria Cell Biology Section,Building NIHAC/103,0.02040816326530612
Office of the Animal Program Director,Clinical Pathophysiology Section,0.02040816326530612
Research Technology Branch,Human Eosinophil Section,0.020387359836901122
Structural Informatics Unit,Mucosal Immunity Section,0.020381613183000868
Office of the Animal Program Director,Fungal Pathogenesis Section,0.020377358490566037
Tick-Pathogen Transmission Unit,Buildings 4 and 10/11C127,0.020319303338171262
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Epithelial Therapeutics Unit,0.02029972752043597
Human Eosinophil Section,Building NIHAC/103,0.020294266869609334
Office of the Animal Program Director,Barrier Immunity Section,0.020289855072463767
Lung and Vascular Inflammation Section,Building 33,0.02027369488089204
T-Lymphocyte Biology Section,NIAID International Center of Excellence in Research Cambodia,0.020247469066366704
Tick-Pathogen Transmission Unit,Helminth Immunology Section,0.02022093240966111
International HIV/STD Section,Inflammation & Innate Immunity Unit,0.020209488601355515
Viral Budding Unit,Lymphocyte Activation Section,0.020206489675516224
Structural Informatics Unit,B-Cell Molecular Immunology Section,0.020190023752969122
Systems Genomics Section,Office of the Animal Program Director,0.020171457387796268
Vector-Pathogen-Host Interaction Unit,Clinical Microbiome Unit (CMU),0.020165646380986675
Buildings 4 and 10/11C127,Antibody Biology Unit,0.020155038759689922
Buildings 4 and 10/11C127,Building NIHAC/103,0.020149253731343283
Cellular Biology Section,Building 33,0.020145044319097503
Nonhuman Primate Virology Section,Molecular Parasitology and Entomology Unit,0.02013752455795678
Pathology Core,NIAID International Center of Excellence in Research Cambodia,0.02
Translational Autoinflammatory Disease Studies Unit,Office of the Animal Program Director,0.019967620075553156
Quantitative Virology and Evolution Unit,Mucosal Immunity Section,0.019955654101995565
NIAID International Center of Excellence in Research Cambodia,Genomic Technologies Section,0.019924098671726755
Genetic Immunotherapy Section,Building NIHAC/103,0.019918973666441592
Emerging Respiratory Viruses Section,Antibody Biology Unit,0.019909274193548387
Medical Virology Section,Antibody Biology Unit,0.019909274193548387
Genetic Engineering Section,Epithelial Therapeutics Unit,0.019887005649717515
Infectious Disease Pathogenesis Section,Building 14B South,0.019830028328611898
Viral Budding Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.019821737395237463
Structural Virology Section,International HIV/STD Section,0.01980440097799511
Protein Chemistry Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.019736842105263157
Quantitative Virology and Evolution Unit,Lymphocyte Biology Section,0.01972386587771203
Vector Molecular Biology Section,Molecular Parasitology and Entomology Unit,0.019701810436634718
International HIV/STD Section,Clinical Microbiome Unit (CMU),0.01969254224367933
International HIV/STD Section,Apicomplexan Molecular Physiology Section,0.019633983759544296
Viral Epidemiology and Immunity Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.019628932508738907
Tick-Pathogen Transmission Unit,Microbial Pathogenesis Section,0.019616204690831557
Immunopathogenesis Section (Laboratory of Immunoregulation),Building 33,0.0196078431372549
Viral Pathogenesis Section (Laboratory of Immunoregulation),Bacterial Physiology and Metabolism Unit,0.01957831325301205
Malaria Functional Genomics Section,Building 33,0.01951451689671585
Office of the Animal Program Director,Cell Signaling and Immunity Section,0.019504480759093307
Immune Activation Section,Building 33,0.01948051948051948
Molecular Signaling Section,Building 33,0.01948051948051948
NIAID International Center of Excellence in Research Cambodia,Immunobiology and Molecular Virology Unit,0.01948051948051948
Barrier Immunity Section,Antibody Biology Unit,0.019477434679334917
NIAID International Center of Excellence in Research Cambodia,Mosquito Immunity and Vector Competence Section,0.019464720194647202
Twinbrook III,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.019460475104012883
Viral Pathogenesis Section (Laboratory of Viral Diseases),Bacterial Physiology and Metabolism Unit,0.019452449567723344
International HIV/STD Section,Biology of Vector-Borne Viruses Section,0.019407935143102812
Lymphocyte Activation Section,Clinical Microbiome Unit (CMU),0.019398496240601505
Lymphocyte Activation Section,Biological Imaging,0.01938806422296274
Protein Chemistry Section,Epithelial Therapeutics Unit,0.01937984496124031
Tuberculosis Research Section,Bacterial Physiology and Metabolism Unit,0.019364833462432222
Transplant Infectious Diseases Consult Service,Building 33,0.01935483870967742
Office of the Animal Program Director,Malaria Cell Biology Section,0.01935193519351935
Structural Informatics Unit,Fungal Pathogenesis Section,0.019340974212034383
Molecular Parasitology and Entomology Unit,Immunobiology Section,0.019318925998690242
Pathogen-Host Cell Biology Section,Building NIHAC/103,0.01931434089811685
Twinbrook III,Protein Chemistry Section,0.01928374655647383
Malaria Immunology Section,Building 33,0.019267822736030827
Twinbrook Imaging Facility,Protein Chemistry Section,0.01926444833625219
Research Technology Branch,Pathogenesis and Immunity Section,0.019256756756756758
Vaccine Development Unit,Research Technology Branch,0.019256756756756758
Pathogen-Host Cell Biology Section,Building 33,0.019240256536753823
Molecular Parasitology and Entomology Unit,Buildings 4 and 10/11C127,0.019230769230769232
NIAID International Center of Excellence in Research Cambodia,HIV Immunovirology Section,0.019230769230769232
Research Technology Branch,Immune Activation Section,0.019230769230769232
Research Technology Branch,Molecular Signaling Section,0.019230769230769232
Viral Budding Unit,Buildings 4 and 10/11C127,0.019230769230769232
Epidemiology and Population Studies Unit,Building 33,0.01921470342522974
Molecular Parasitology and Entomology Unit,Lung and Vascular Inflammation Section,0.019211324570273004
Molecular and Cellular Immunoregulation Section,Bacterial Physiology and Metabolism Unit,0.019202363367799114
Molecular Parasitology and Entomology Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.019190871369294607
Vector-Pathogen-Host Interaction Unit,Biological Imaging,0.01917742130020504
Office of the Animal Program Director,Clinical Research Section,0.01916376306620209
Quantitative Virology and Evolution Unit,Pathogen Molecular Genetics Section,0.019127773527161437
Bacterial Physiology and Metabolism Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.019118428040361127
Tuberculosis Research Section,Building NIHAC/103,0.01910828025477707
Malaria Functional Genomics Section,Building NIHAC/103,0.019105312208760484
Viral Epidemiology and Immunity Unit,Lymphocyte Activation Section,0.019084538541821978
Primary Immune Deficiency Clinic,Bacterial Physiology and Metabolism Unit,0.01905717151454363
Vector-Pathogen-Host Interaction Unit,Twinbrook III,0.01903175924824551
Signaling Systems Section,International HIV/STD Section,0.019000363064262376
Structural Informatics Unit,Lung and Vascular Inflammation Section,0.018943170488534396
Multiscale Systems Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.018934750034055307
Viral Pathogenesis and Evolution Section,Building 33,0.01889962200755985
Protein Chemistry Section,Plague Section,0.01888888888888889
Tick-Pathogen Transmission Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.01885730368702505
Viral Immunology Section,Bacterial Physiology and Metabolism Unit,0.0188556566970091
Molecular Development of the Immune System Section,Building 33,0.018834866403854577
Viral Biochemistry Section,Protein Chemistry Section,0.018819503849443968
Molecular Parasitology and Entomology Unit,Molecular Development of the Immune System Section,0.018810148731408575
Research Technology Branch,Genetic Engineering Section,0.018738574040219377
Hepatic Pathogenesis Section,Bacterial Physiology and Metabolism Unit,0.018726591760299626
Vector Molecular Biology Section,Research Technology Branch,0.018723628691983123
Office of the Animal Program Director,Molecular Development of the Immune System Section,0.01871657754010695
Tuberculosis Research Section,Antibody Biology Unit,0.01870229007633588
Molecular Parasitology and Entomology Unit,Clinical Research Section,0.018696883852691217
Translational Autoinflammatory Disease Studies Unit,Quantitative Virology and Evolution Unit,0.01868659903897491
Office of the Animal Program Director,Molecular and Cellular Immunology Section,0.018659295093296474
NIAID International Center of Excellence in Research Cambodia,Molecular Parasitology Section,0.018619084561675717
Emerging Respiratory Viruses Section,Building 33,0.01859763759738628
Medical Virology Section,Building 33,0.01859763759738628
Protein Chemistry Section,Mosquito Immunity and Vector Competence Section,0.01858736059479554
International HIV/STD Section,Infectious Disease Pathogenesis Section,0.01857196636968252
Viral Epidemiology and Immunity Unit,Microbial Pathogenesis Section,0.018561001042752868
NIAID International Center of Excellence in Research Cambodia,Molecular Pathogenesis and Biomarkers Section,0.018531717747683536
Epidemiology and Population Studies Unit,Building NIHAC/103,0.018518518518518517
Viral Pathogenesis and Evolution Section,Antibody Biology Unit,0.018518518518518517
Protein Chemistry Section,Coxiella Pathogenesis Section,0.018501387604070305
Molecular Parasitology and Entomology Unit,Cellular Biology Section,0.018481317798312576
Research Technology Branch,Metaorganism Immunity Section,0.018470790378006873
Translational Autoinflammatory Disease Studies Unit,Building 33,0.018469656992084433
Intracellular Parasite Biology Section,Building NIHAC/103,0.018433179723502304
NIAID International Center of Excellence in Research Cambodia,Fungal Pathogenesis Section,0.018433179723502304
TSE/Prion Molecular Biology Section,Protein Chemistry Section,0.018413597733711047
Neuroimmunological Diseases Section,Bacterial Physiology and Metabolism Unit,0.018404907975460124
Mucosal Immunity Section,Molecular Parasitology and Entomology Unit,0.018396846254927726
Office of the Animal Program Director,Cellular Biology Section,0.018389865140988965
Cellular Immunology Section,Building NIHAC/103,0.018360375747224593
Structural Informatics Unit,Clinical Pathophysiology Section,0.01834862385321101
Bacterial Physiology and Metabolism Unit,B-Cell Immunology Section,0.018341892883345562
Building NIHAC/103,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0182648401826484
Tick-Pathogen Transmission Unit,Building 14B South,0.0182648401826484
Research Technology Branch,Malaria Immunology Section,0.018230155715913406
NIAID International Center of Excellence in Research Cambodia,Human Eosinophil Section,0.01822079314040729
TSE/Prion Biochemistry Section,Office of the Animal Program Director,0.01821608040201005
RML Flow Cytometry Unit,NIAID International Center of Excellence in Research Cambodia,0.018214936247723135
Structural Informatics Unit,Molecular and Cellular Immunoregulation Section,0.018207282913165267
Protein Chemistry Section,Building 50,0.01818181818181818
Pathogen Molecular Genetics Section,Molecular Parasitology and Entomology Unit,0.01817493373722075
Structural Biology Section,International HIV/STD Section,0.018154872174879585
NIAID International Center of Excellence in Research Cambodia,Malaria Functional Genomics Section,0.018146150073565473
Systems Genomics Section,Bacterial Physiology and Metabolism Unit,0.018145161290322582
Vector Molecular Biology Section,Antibody Biology Unit,0.018118838262723154
Malaria Cell Biology Section,Building 33,0.018109540636042403
Vector Biology Section,Antibody Biology Unit,0.0180623973727422
Viral Pathogenesis and Evolution Section,Molecular Parasitology and Entomology Unit,0.01802179379715004
Visual and Medical Arts Unit,Quantitative Virology and Evolution Unit,0.018018018018018018
TSE/Prion Molecular Biology Section,NIAID International Center of Excellence in Research Cambodia,0.018005540166204988
Malaria Cell Biology Section,Bacterial Physiology and Metabolism Unit,0.018001800180018002
Protein Chemistry Section,Caliciviruses Section,0.018001800180018002
Structural Informatics Unit,Pathogen-Host Cell Biology Section,0.017961165048543688
Vector Biology Section,Clinical Microbiome Unit (CMU),0.01795142555438226
Vector-Pathogen-Host Interaction Unit,Multiscale Systems Biology Section,0.017947482534329078
Molecular Genetics Section (Laboratory of Viral Diseases),International HIV/STD Section,0.017934446505875078
NIAID International Center of Excellence in Research Cambodia,B-Cell Immunology Section,0.017897091722595078
Multiscale Systems Biology Section,Lymphocyte Activation Section,0.017843641312566157
Molecular Pathology Section,Bacterial Physiology and Metabolism Unit,0.017829457364341085
Structural Informatics Unit,Immunobiology Section,0.01782242384964355
Vector-Pathogen-Host Interaction Unit,Epithelial Therapeutics Unit,0.0178055822906641
HIV Pathogenesis Section,Antibody Biology Unit,0.01778975741239892
Tuberculosis Research Section,Structural Informatics Unit,0.017675817976682964
Tuberculosis Research Section,Quantitative Virology and Evolution Unit,0.017644802454929037
Molecular Parasitology and Entomology Unit,Immune Activation Section,0.01762589928057554
Molecular Signaling Section,Molecular Parasitology and Entomology Unit,0.01762589928057554
Protein Chemistry Section,Neuroimmunology Unit,0.01762114537444934
Research Technology Branch,Intracellular Parasite Biology Section,0.017599538372763995
Human Immunological Diseases Section,Antibody Biology Unit,0.017588743204349215
Office of the Animal Program Director,Clinical and Molecular Retrovirology Section,0.017584451642757983
Viral Pathogenesis Section (Laboratory of Immunoregulation),NIAID International Center of Excellence in Research Cambodia,0.017584097859327217
Office of the Animal Program Director,Malaria Immunology Section,0.017578125
International HIV/STD Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.0175609756097561
NIAID International Center of Excellence in Research Cambodia,Molecular Genetics Section (Laboratory of Viral Diseases),0.017543859649122806
Quantitative Virology and Evolution Unit,Building 50,0.017543859649122806
Signaling Systems Section,Protein Chemistry Section,0.017543859649122806
Viral Pathogenesis Section (Laboratory of Viral Diseases),NIAID International Center of Excellence in Research Cambodia,0.017543859649122806
Protein Chemistry Section,Molecular Genetics Section (Laboratory of Bacteriology),0.017471736896197326
Structural Informatics Unit,Immune Activation Section,0.01745014245014245
Structural Informatics Unit,Molecular Signaling Section,0.01745014245014245
Virus Ecology Section,NIAID International Center of Excellence in Research Cambodia,0.017430600387346677
Viral Biochemistry Section,Clinical Microbiome Unit (CMU),0.01740391588107324
Protein Chemistry Section,Molecular Defenses Section,0.0173992673992674
International HIV/STD Section,Gene Regulation Section,0.017344570660803714
Viral Biology Section,Protein Chemistry Section,0.01733477789815818
International HIV/STD Section,Food Allergy Research Section,0.017288219313410718
Malaria Infection Biology and Immunity Unit,Bacterial Physiology and Metabolism Unit,0.017259978425026967
Molecular Parasitology and Entomology Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.01724633515377982
Molecular Parasitology and Entomology Unit,Clinical and Molecular Retrovirology Section,0.017241379310344827
Type 2 Immunity Section,Protein Chemistry Section,0.017220172201722016
Quantitative Virology and Evolution Unit,Clinical Research Section,0.01721170395869191
Protein Chemistry Section,Molecular HIV Host Interactions Section,0.017185821697099892
TSE/Prion Biochemistry Section,Building 33,0.017146356399265157
Research Technology Branch,Immunobiology Section,0.01713546718396379
Building 33,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.017107309486780714
Salmonella-Host Cell Interactions Section,International HIV/STD Section,0.01706900755913192
Molecular Parasitology and Entomology Unit,Emerging Respiratory Viruses Section,0.017051153460381142
Molecular Parasitology and Entomology Unit,Medical Virology Section,0.017051153460381142
Viral Epidemiology and Immunity Unit,Protein Chemistry Section,0.017045454545454544
Pathogen Molecular Genetics Section,Building 33,0.01703900037864445
Structural Informatics Unit,Intracellular Parasite Biology Section,0.017037250938492638
Viral Pathogenesis Section (Laboratory of Immunoregulation),Protein Chemistry Section,0.017014694508894045
RNA Viruses Section,Protein Chemistry Section,0.017013232514177693
Office of the Animal Program Director,Lung and Vascular Inflammation Section,0.017010309278350514
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Biological Imaging,0.016997552352461247
NIAID International Center of Excellence in Research Cambodia,Functional Cellular Networks Section,0.01694915254237288
Visual and Medical Arts Unit,Building NIHAC/103,0.01694915254237288
Molecular Parasitology and Entomology Unit,Cellular Immunology Section,0.016927083333333332
Quantitative Virology and Evolution Unit,Malaria Cell Biology Section,0.016926503340757237
Research Technology Branch,Emerging Respiratory Viruses Section,0.01691121611539418
Research Technology Branch,Medical Virology Section,0.01691121611539418
Structural Informatics Unit,HIV Pathogenesis Section,0.016904384574749076
International HIV/STD Section,Chemotaxis Signal Section,0.016824644549763033
Quantitative Virology and Evolution Unit,Immunobiology Section,0.016792887718142906
Office of the Animal Program Director,Immune Activation Section,0.016788321167883213
Office of the Animal Program Director,Molecular Signaling Section,0.016788321167883213
Quantitative Virology and Evolution Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.01678240740740741
Genetic Immunotherapy Section,Antibody Biology Unit,0.016775077028414926
RNA Viruses Section,NIAID International Center of Excellence in Research Cambodia,0.01675977653631285
Vector Biology Section,Quantitative Virology and Evolution Unit,0.01674444139445512
Research Technology Branch,Human Immunological Diseases Section,0.01671397035635446
Office of the Animal Program Director,B-Cell Molecular Immunology Section,0.016666666666666666
Viral Pathogenesis and Evolution Section,Office of the Animal Program Director,0.016616957818491693
Molecular and Cellular Immunology Section,Bacterial Physiology and Metabolism Unit,0.0165860400829302
Pathogen-Host Cell Biology Section,Office of the Animal Program Director,0.01655795283492223
Research Technology Branch,Immunopathogenesis Section (Laboratory of Immunoregulation),0.016505406943653957
International HIV/STD Section,Computational Biology Unit,0.016472628189249442
Malaria Functional Genomics Section,Bacterial Physiology and Metabolism Unit,0.01646489104116223
NIAID International Center of Excellence in Research Cambodia,Clinical Research Section,0.01646090534979424
Office of the Animal Program Director,Malaria Functional Genomics Section,0.01644100580270793
Structural Informatics Unit,Human Immunological Diseases Section,0.016419324281654563
NIAID International Center of Excellence in Research Cambodia,Autoimmunity and Functional Genomics Section,0.01639344262295082
Malaria Genetics Section,Building NIHAC/103,0.016386373436826217
Translational Mycology Section,NIAID International Center of Excellence in Research Cambodia,0.016351118760757316
Structural Informatics Unit,Molecular Microbiology Section,0.016350210970464137
Structural Immunology Section,NIAID International Center of Excellence in Research Cambodia,0.016346153846153847
Prion Cell Biology Unit,Clinical Microbiome Unit (CMU),0.016339869281045753
Structural Informatics Unit,Microbial Pathogenesis Section,0.016333548248441864
Structural Informatics Unit,Metaorganism Immunity Section,0.01632302405498282
Structural Informatics Unit,Cellular Immunology Section,0.016288041148735534
Structural Informatics Unit,Human Eosinophil Section,0.01628498727735369
Structural Informatics Unit,Epidemiology and Population Studies Unit,0.016246953696181964
Structural Informatics Unit,Pathogenesis and Immunity Section,0.016194331983805668
Vaccine Development Unit,Structural Informatics Unit,0.016194331983805668
Genetic Engineering Section,Clinical Microbiome Unit (CMU),0.01607142857142857
T-Cell Tolerance and Memory Section,NIAID International Center of Excellence in Research Cambodia,0.016042780748663103
Molecular Development of the Immune System Section,Bacterial Physiology and Metabolism Unit,0.01602136181575434
Disease Modeling and Transmission Section,Building 33,0.016
Protein Chemistry Section,Multiscale Systems Biology Section,0.016
Protein Chemistry Section,Physiology Unit,0.016
Microbial Pathogenesis Section,Clinical Microbiome Unit (CMU),0.015993265993265993
Lung and Vascular Inflammation Section,Bacterial Physiology and Metabolism Unit,0.01598762248581743
Quantitative Virology and Evolution Unit,Malaria Genetics Section,0.015971606033717833
Office of the Animal Program Director,Metaorganism Immunity Section,0.01593625498007968
Tuberculosis Research Section,Molecular Parasitology and Entomology Unit,0.015933232169954476
Clinical Microbiome Unit (CMU),Building 33,0.015873015873015872
Office of the Animal Program Director,Lymphocyte Biology Section,0.015857284440039643
Research Technology Branch,Genetic Immunotherapy Section,0.01585160202360877
Quantitative Virology and Evolution Unit,Metaorganism Immunity Section,0.015810276679841896
Vector Molecular Biology Section,Structural Informatics Unit,0.01579778830963665
Structural Informatics Unit,Buildings 4 and 10/11C127,0.015765765765765764
Quantitative Virology and Evolution Unit,HIV Pathogenesis Section,0.015735214324470972
Intracellular Parasite Biology Section,Building 33,0.01571137620017457
LID Clinical Studies Unit,Building 14B South,0.015706806282722512
Emerging Virus Immunity Unit,Bacterial Physiology and Metabolism Unit,0.015702479338842976
TSE/Prion Biochemistry Section,Bacterial Physiology and Metabolism Unit,0.015693659761456372
Protein Chemistry Section,Hepatic Pathogenesis Section,0.01568627450980392
Lymphocyte Activation Section,Epithelial Therapeutics Unit,0.01567209162145871
RML Microscopy Unit,NIAID International Center of Excellence in Research Cambodia,0.01566820276497696
Research Technology Branch,Disease Modeling and Transmission Section,0.015649107339651754
Quantitative Virology and Evolution Unit,Disease Modeling and Transmission Section,0.015625
Quantitative Virology and Evolution Unit,Emerging Respiratory Viruses Section,0.01562106324011086
Quantitative Virology and Evolution Unit,Medical Virology Section,0.01562106324011086
Structural Informatics Unit,Malaria Genetics Section,0.015604681404421327
Viral Pathogenesis and Vaccine Section,NIAID International Center of Excellence in Research Cambodia,0.01557632398753894
Pathogenesis and Immunity Section,Office of the Animal Program Director,0.015538674033149171
Vaccine Development Unit,Office of the Animal Program Director,0.015538674033149171
Office of the Animal Program Director,Epidemiology and Population Studies Unit,0.01549053356282272
Research Technology Branch,Microbial Pathogenesis Section,0.015444015444015444
Structural Informatics Unit,Malaria Functional Genomics Section,0.01542056074766355
NIAID International Center of Excellence in Research Cambodia,Malaria Cell Biology Section,0.015419501133786848
Office of the Animal Program Director,Molecular and Cellular Immunoregulation Section,0.015418502202643172
Quantitative Virology and Evolution Unit,Human Immunological Diseases Section,0.015394483643361129
Protein Chemistry Section,Chemotaxis Signal Section,0.015384615384615385
Protein Chemistry Section,Genomic Technologies Section,0.015340364333652923
Molecular Parasitology and Entomology Unit,Genetic Immunotherapy Section,0.015337423312883436
Helminth Immunology Section,Building 33,0.015329295987887964
Pathogenesis and Immunity Section,Building 33,0.015326975476839238
Vaccine Development Unit,Building 33,0.015326975476839238
NIAID International Center of Excellence in Research Cambodia,Inflammation Biology Section,0.01532567049808429
Molecular Parasitology and Entomology Unit,Helminth Immunology Section,0.015320597692453187
Office of the Animal Program Director,Molecular Microbiology Section,0.015317286652078774
Office of the Animal Program Director,Genetic Engineering Section,0.015291936978683966
Viral Immunology Section,Protein Chemistry Section,0.015282392026578074
TSE/Prion Molecular Biology Section,International HIV/STD Section,0.015271765271765271
Quantitative Virology and Evolution Unit,Genetic Engineering Section,0.015228426395939087
NIAID International Center of Excellence in Research Cambodia,Mucosal Immunobiology Section,0.015197568389057751
Office of the Animal Program Director,Emerging Respiratory Viruses Section,0.015178345560333924
Office of the Animal Program Director,Medical Virology Section,0.015178345560333924
Protein Chemistry Section,Immunity to Pulmonary Pathogens Section,0.01509433962264151
Twinbrook Imaging Facility,International HIV/STD Section,0.015031162165464988
Microbial Pathogenesis Section,Building NIHAC/103,0.014979670447250161
NIAID International Center of Excellence in Research Cambodia,Malaria Immunology Section,0.0149547422274695
Tick-Pathogen Transmission Unit,Immune Deficiency Genetics Section,0.014925373134328358
Clinical Microbiome Unit (CMU),Bacterial Physiology and Metabolism Unit,0.01488095238095238
NIAID International Center of Excellence in Research Cambodia,Immunity to Pulmonary Pathogens Section,0.01486988847583643
Pathogen Molecular Genetics Section,Building NIHAC/103,0.014864362690449646
TSE/Prion Biochemistry Section,Quantitative Virology and Evolution Unit,0.014860681114551083
Bacterial Physiology and Metabolism Unit,B-Cell Molecular Immunology Section,0.014814814814814815
Office of the Animal Program Director,Immunopathogenesis Section (Laboratory of Immunoregulation),0.014804063860667634
Helminth Immunology Section,Antibody Biology Unit,0.014769929937511835
Cell Signaling and Immunity Section,Bacterial Physiology and Metabolism Unit,0.014713610089332634
Visual and Medical Arts Unit,Molecular Parasitology and Entomology Unit,0.014705882352941176
Visual and Medical Arts Unit,NIAID International Center of Excellence in Research Cambodia,0.014705882352941176
NIAID International Center of Excellence in Research Cambodia,HIV-Specific Immunity Section,0.014675052410901468
Vector Molecular Biology Section,Quantitative Virology and Evolution Unit,0.014666666666666666
Viral Budding Unit,International HIV/STD Section,0.01466567238379319
Human Immunological Diseases Section,Building 33,0.01464035646085296
Structural Immunology Section,Protein Chemistry Section,0.014619883040935672
Vector Biology Section,Structural Informatics Unit,0.014582770726438023
Buildings 4 and 10/11C127,Building 33,0.014581734458940905
Structural Informatics Unit,Pathogen Molecular Genetics Section,0.014563106796116505
Protein Chemistry Section,Immunobiology and Molecular Virology Unit,0.014524328249818447
Translational Autoinflammatory Disease Studies Unit,Bacterial Physiology and Metabolism Unit,0.014516129032258065
Nonhuman Primate Virology Section,Bacterial Physiology and Metabolism Unit,0.014485514485514486
Protein Chemistry Section,LID Clinical Studies Unit,0.014457831325301205
Quantitative Virology and Evolution Unit,Cellular Immunology Section,0.014442013129102845
Structural Virology Section,NIAID International Center of Excellence in Research Cambodia,0.0144
Molecular Parasitology and Entomology Unit,Building 50,0.014388489208633094
Immunopathogenesis Section (Laboratory of Immunoregulation),Antibody Biology Unit,0.014367816091954023
Office of the Animal Program Director,Disease Modeling and Transmission Section,0.01432408236347359
Twinbrook III,International HIV/STD Section,0.014285714285714285
Office of the Animal Program Director,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.01424802110817942
NIAID International Center of Excellence in Research Cambodia,Computational Biology Unit,0.014227642276422764
Vector Molecular Biology Section,Building NIHAC/103,0.014143530644316397
NIAID International Center of Excellence in Research Cambodia,Building 50,0.014084507042253521
Protein Chemistry Section,Infectious Disease Fellowship Training Program,0.014058106841611996
International HIV/STD Section,Integrative Immunobiology Section,0.01405672009864365
Viral Pathogenesis Section (Laboratory of Viral Diseases),Protein Chemistry Section,0.01400147383935151
Molecular Parasitology and Entomology Unit,Human Immunological Diseases Section,0.013981569748967271
Genetic Immunotherapy Section,Building 33,0.013969335604770016
NIAID International Center of Excellence in Research Cambodia,Chemotaxis Signal Section,0.013921113689095127
Tick-Pathogen Transmission Unit,Mast Cell Biology Section,0.01391762271957871
RML Flow Cytometry Unit,Building 14B South,0.013916500994035786
Vector-Pathogen-Host Interaction Unit,Tick-Pathogen Transmission Unit,0.01391387789372676
NIAID International Center of Excellence in Research Cambodia,HIV Pathogenesis Section,0.013865779256794232
Tuberculosis Research Section,Office of the Animal Program Director,0.01385148133897653
Protein Chemistry Section,Food Allergy Research Section,0.013806706114398421
Viral Biology Section,NIAID International Center of Excellence in Research Cambodia,0.013800424628450107
Vector Molecular Biology Section,Building 33,0.013774834437086093
Disease Modeling and Transmission Section,Antibody Biology Unit,0.013765541740674956
HIV-Specific Immunity Section,Bacterial Physiology and Metabolism Unit,0.013745704467353952
Transplant Infectious Diseases Consult Service,Building 14B South,0.013725490196078431
Office of the Animal Program Director,HIV Pathogenesis Section,0.01366867140513942
Office of the Animal Program Director,Cellular Immunology Section,0.013662406346408109
Research Technology Branch,Cellular Immunology Section,0.013651877133105802
Vector Molecular Biology Section,Office of the Animal Program Director,0.013650963597430408
Virus Ecology Section,Protein Chemistry Section,0.01364522417153996
Translational Autoinflammatory Disease Studies Unit,NIAID International Center of Excellence in Research Cambodia,0.013594344752582926
Vector Biology Section,Bacterial Physiology and Metabolism Unit,0.013483764446890478
Immune Activation Section,Bacterial Physiology and Metabolism Unit,0.013474144209759651
Molecular Signaling Section,Bacterial Physiology and Metabolism Unit,0.013474144209759651
Buildings 4 and 10/11C127,Bacterial Physiology and Metabolism Unit,0.01347068145800317
Prion Cell Biology Unit,Building 14B South,0.013440860215053764
Cellular Biology Section,Bacterial Physiology and Metabolism Unit,0.013436482084690555
Office of the Animal Program Director,Malaria Genetics Section,0.013380909901873328
Quantitative Virology and Evolution Unit,Genetic Immunotherapy Section,0.013379073756432247
HIV Immunovirology Section,Bacterial Physiology and Metabolism Unit,0.013302034428794992
Protein Chemistry Section,Molecular Entomology Unit,0.013227513227513227
Pathogenesis and Immunity Section,NIAID International Center of Excellence in Research Cambodia,0.013208202989224887
Vaccine Development Unit,NIAID International Center of Excellence in Research Cambodia,0.013208202989224887
Office of the Animal Program Director,Human Eosinophil Section,0.013150973172014729
Quantitative Virology and Evolution Unit,Intracellular Parasite Biology Section,0.013142523364485981
Structural Informatics Unit,Genetic Immunotherapy Section,0.013140161725067386
Office of the Animal Program Director,Genetic Immunotherapy Section,0.013112491373360938
TSE/Prion and Retroviral Pathogenesis Section,Protein Chemistry Section,0.013091641490433032
