section_a,section_b,journal_similarity
Pathogenesis and Immunity Section,Building NIHAC/103,0.004273504273504274
Protein Chemistry Section,Human Immunological Diseases Section,0.004273504273504274
Vaccine Development Unit,Building NIHAC/103,0.004273504273504274
Human Immunological Diseases Section,Building NIHAC/103,0.004149377593360996
Pathogen Molecular Genetics Section,Clinical Microbiome Unit (CMU),0.004149377593360996
Tuberculosis Research Section,Building NIHAC/103,0.004149377593360996
Human Eosinophil Section,Buildings 4 and 10/11C127,0.004048582995951417
Pathogenesis and Immunity Section,Clinical Microbiome Unit (CMU),0.004048582995951417
Vaccine Development Unit,Clinical Microbiome Unit (CMU),0.004048582995951417
Mast Cell Biology Section,Buildings 4 and 10/11C127,0.004
Human Immunological Diseases Section,Clinical Microbiome Unit (CMU),0.003937007874015748
Vector Biology Section,NIAID International Center of Excellence in Research Cambodia,0.003861003861003861
Vector Biology Section,Bacterial Physiology and Metabolism Unit,0.003816793893129771
Office of the Animal Program Director,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0036900369003690036
Protein Chemistry Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0036900369003690036
NIAID International Center of Excellence in Research Cambodia,Intracellular Parasite Biology Section,0.0035714285714285713
Vector Molecular Biology Section,Antibody Biology Unit,0.003436426116838488
NIAID International Center of Excellence in Research Cambodia,International HIV/STD Section,0.003430531732418525
Office of the Animal Program Director,International HIV/STD Section,0.003424657534246575
International HIV/STD Section,Building 33,0.003401360544217687
Vector Molecular Biology Section,Building NIHAC/103,0.003401360544217687
Intracellular Parasite Biology Section,Clinical Microbiome Unit (CMU),0.0033222591362126247
International HIV/STD Section,Clinical Microbiome Unit (CMU),0.0033112582781456954
NIAID International Center of Excellence in Research Cambodia,Microbial Pathogenesis Section,0.0032679738562091504
International HIV/STD Section,Food Allergy Research Section,0.003246753246753247
NIAID International Center of Excellence in Research Cambodia,Immunopathogenesis Section (Laboratory of Immunoregulation),0.0031847133757961785
Immunopathogenesis Section (Laboratory of Immunoregulation),Bacterial Physiology and Metabolism Unit,0.0031545741324921135
Genetic Engineering Section,Bacterial Physiology and Metabolism Unit,0.003105590062111801
Genetic Engineering Section,Building 33,0.0030864197530864196
Tick-Pathogen Transmission Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.00303951367781155
Vector-Pathogen-Host Interaction Unit,NIAID International Center of Excellence in Research Cambodia,0.0030075187969924814
Immunopathogenesis Section (Laboratory of Immunoregulation),Clinical Microbiome Unit (CMU),0.0029850746268656717
Vector-Pathogen-Host Interaction Unit,Allergy and Immunology Clinical Training Program,0.0029239766081871343
Office of the Animal Program Director,Immune Deficiency Genetics Section,0.0028011204481792717
Immune Deficiency Genetics Section,Building 33,0.002770083102493075
Quantitative Virology and Evolution Unit,Immune Deficiency Genetics Section,0.0027624309392265192
Immune Deficiency Genetics Section,Building NIHAC/103,0.0027472527472527475
Disease Modeling and Transmission Section,Building 14B South,0.002702702702702703
Visual and Medical Arts Unit,Disease Modeling and Transmission Section,0.002702702702702703
NIAID International Center of Excellence in Research Cambodia,Disease Modeling and Transmission Section,0.002680965147453083
Research Technology Branch,Immune Deficiency Genetics Section,0.002680965147453083
Quantitative Virology and Evolution Unit,Helminth Immunology Section,0.0026666666666666666
Disease Modeling and Transmission Section,Bacterial Physiology and Metabolism Unit,0.0026595744680851063
Helminth Immunology Section,Building NIHAC/103,0.002652519893899204
Prion Cell Biology Unit,Immune Deficiency Genetics Section,0.002617801047120419
Helminth Immunology Section,Functional Cellular Networks Section,0.002544529262086514
Prion Cell Biology Unit,Helminth Immunology Section,0.002531645569620253
Quantitative Virology and Evolution Unit,Mast Cell Biology Section,0.0024509803921568627
Tick-Pathogen Transmission Unit,Mast Cell Biology Section,0.002398081534772182
Visual and Medical Arts Unit,Lymphocyte Activation Section,0.0023923444976076554
NIAID International Center of Excellence in Research Cambodia,Lymphocyte Activation Section,0.0023752969121140144
Office of the Animal Program Director,Lymphocyte Activation Section,0.002369668246445498
Mast Cell Biology Section,Clinical Microbiome Unit (CMU),0.002364066193853428
Translational Allergic Immunopathology Unit,Disease Modeling and Transmission Section,0.002336448598130841
Tick-Pathogen Transmission Unit,Lymphocyte Activation Section,0.0022935779816513763
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Building 14B South,0.0018552875695732839
NIAID International Center of Excellence in Research Cambodia,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0018450184501845018
Tick-Pathogen Transmission Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0017953321364452424
Quantitative Virology and Evolution Unit,International HIV/STD Section,0.001694915254237288
International HIV/STD Section,Functional Cellular Networks Section,0.001644736842105263
Prion Cell Biology Unit,International HIV/STD Section,0.001639344262295082
Vector-Pathogen-Host Interaction Unit,Building 33,0.0014903129657228018
Antibody Biology Unit,Allergy and Immunology Clinical Training Program,0.0
Antibody Biology Unit,Antibacterial Host Defense Unit,0.0
Bacterial Physiology and Metabolism Unit,Allergy and Immunology Clinical Training Program,0.0
Bacterial Physiology and Metabolism Unit,Antibody Biology Unit,0.0
Bacterial Physiology and Metabolism Unit,B-Cell Immunology Section,0.0
Bacterial Physiology and Metabolism Unit,B-Cell Molecular Immunology Section,0.0
Barrier Immunity Section,Bacterial Physiology and Metabolism Unit,0.0
Biological Imaging,Allergy and Immunology Clinical Training Program,0.0
Biological Imaging,Bacterial Physiology and Metabolism Unit,0.0
Biology of Vector-Borne Viruses Section,Antibody Biology Unit,0.0
Building 14B South,Allergy and Immunology Clinical Training Program,0.0
Building 14B South,Antibacterial Host Defense Unit,0.0
Building 14B South,Antibody Biology Unit,0.0
Building 14B South,Apicomplexan Molecular Physiology Section,0.0
Building 14B South,Autoimmunity and Functional Genomics Section,0.0
Building 14B South,B-Cell Immunology Section,0.0
Building 14B South,B-Cell Molecular Immunology Section,0.0
Building 14B South,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Building 14B South,Bacterial Physiology and Metabolism Unit,0.0
Building 14B South,Barrier Immunity Section,0.0
Building 14B South,Biological Imaging,0.0
Building 14B South,Biology of Vector-Borne Viruses Section,0.0
Building 33,Allergy and Immunology Clinical Training Program,0.0
Building 33,Antibody Biology Unit,0.0
Building 33,B-Cell Immunology Section,0.0
Building 33,B-Cell Molecular Immunology Section,0.0
Building 33,Biological Imaging,0.0
Building 33,Building 14B South,0.0
Building 50,Allergy and Immunology Clinical Training Program,0.0
Building 50,Antibacterial Host Defense Unit,0.0
Building 50,Antibody Biology Unit,0.0
Building 50,Apicomplexan Molecular Physiology Section,0.0
Building 50,Autoimmunity and Functional Genomics Section,0.0
Building 50,B-Cell Immunology Section,0.0
Building 50,B-Cell Molecular Immunology Section,0.0
Building 50,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Building 50,Bacterial Physiology and Metabolism Unit,0.0
Building 50,Barrier Immunity Section,0.0
Building 50,Biological Imaging,0.0
Building 50,Biology of Vector-Borne Viruses Section,0.0
Building 50,Building 14B South,0.0
Building 50,Building 33,0.0
Building NIHAC/103,Allergy and Immunology Clinical Training Program,0.0
Building NIHAC/103,Antibacterial Host Defense Unit,0.0
Building NIHAC/103,Bacterial Physiology and Metabolism Unit,0.0
Building NIHAC/103,Building 50,0.0
Buildings 4 and 10/11C127,Allergy and Immunology Clinical Training Program,0.0
Buildings 4 and 10/11C127,Bacterial Physiology and Metabolism Unit,0.0
Buildings 4 and 10/11C127,Building 14B South,0.0
Buildings 4 and 10/11C127,Building 33,0.0
Buildings 4 and 10/11C127,Building 50,0.0
Caliciviruses Section,Antibody Biology Unit,0.0
Caliciviruses Section,Building 14B South,0.0
Caliciviruses Section,Building 50,0.0
Cell Signaling and Immunity Section,Bacterial Physiology and Metabolism Unit,0.0
Cell Signaling and Immunity Section,Building 14B South,0.0
Cell Signaling and Immunity Section,Building 33,0.0
Cell Signaling and Immunity Section,Building 50,0.0
Cellular Biology Section,Building 14B South,0.0
Cellular Biology Section,Building 50,0.0
Cellular Immunology Section,Bacterial Physiology and Metabolism Unit,0.0
Cellular Immunology Section,Building 14B South,0.0
Cellular Immunology Section,Building 33,0.0
Cellular Immunology Section,Building 50,0.0
Chemotaxis Signal Section,Bacterial Physiology and Metabolism Unit,0.0
Chemotaxis Signal Section,Building 14B South,0.0
Chemotaxis Signal Section,Building 33,0.0
Chemotaxis Signal Section,Building 50,0.0
Chemotaxis Signal Section,Building NIHAC/103,0.0
Chlamydial Diseases Section,Allergy and Immunology Clinical Training Program,0.0
Chlamydial Diseases Section,Antibody Biology Unit,0.0
Chlamydial Diseases Section,Building 14B South,0.0
Chlamydial Diseases Section,Building 50,0.0
Clinical Microbiome Unit (CMU),Allergy and Immunology Clinical Training Program,0.0
Clinical Microbiome Unit (CMU),Antibacterial Host Defense Unit,0.0
Clinical Microbiome Unit (CMU),Antibody Biology Unit,0.0
Clinical Microbiome Unit (CMU),Apicomplexan Molecular Physiology Section,0.0
Clinical Microbiome Unit (CMU),Autoimmunity and Functional Genomics Section,0.0
Clinical Microbiome Unit (CMU),B-Cell Molecular Immunology Section,0.0
Clinical Microbiome Unit (CMU),Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Clinical Microbiome Unit (CMU),Bacterial Physiology and Metabolism Unit,0.0
Clinical Microbiome Unit (CMU),Biology of Vector-Borne Viruses Section,0.0
Clinical Microbiome Unit (CMU),Building 14B South,0.0
Clinical Microbiome Unit (CMU),Building 33,0.0
Clinical Microbiome Unit (CMU),Building 50,0.0
Clinical Microbiome Unit (CMU),Building NIHAC/103,0.0
Clinical Microbiome Unit (CMU),Buildings 4 and 10/11C127,0.0
Clinical Microbiome Unit (CMU),Caliciviruses Section,0.0
Clinical Microbiome Unit (CMU),Cell Signaling and Immunity Section,0.0
Clinical Microbiome Unit (CMU),Chemotaxis Signal Section,0.0
Clinical Microbiome Unit (CMU),Chlamydial Diseases Section,0.0
Clinical Pathophysiology Section,Building 14B South,0.0
Clinical Pathophysiology Section,Building 50,0.0
Clinical Pathophysiology Section,Building NIHAC/103,0.0
Clinical Pathophysiology Section,Buildings 4 and 10/11C127,0.0
Clinical Research Section,Building 14B South,0.0
Clinical Research Section,Building 33,0.0
Clinical Research Section,Building 50,0.0
Clinical Research Section,Clinical Microbiome Unit (CMU),0.0
Clinical and Molecular Retrovirology Section,Bacterial Physiology and Metabolism Unit,0.0
Clinical and Molecular Retrovirology Section,Building 14B South,0.0
Clinical and Molecular Retrovirology Section,Building 33,0.0
Clinical and Molecular Retrovirology Section,Building 50,0.0
Computational Biology Unit,Bacterial Physiology and Metabolism Unit,0.0
Computational Biology Unit,Building 14B South,0.0
Computational Biology Unit,Building 33,0.0
Computational Biology Unit,Building 50,0.0
Computational Biology Unit,Clinical Microbiome Unit (CMU),0.0
Coxiella Pathogenesis Section,Building 14B South,0.0
Coxiella Pathogenesis Section,Building 50,0.0
Coxiella Pathogenesis Section,Building NIHAC/103,0.0
DNA Tumor Virus Section,Allergy and Immunology Clinical Training Program,0.0
DNA Tumor Virus Section,Building 14B South,0.0
DNA Tumor Virus Section,Building 33,0.0
DNA Tumor Virus Section,Building 50,0.0
DNA Tumor Virus Section,Clinical Microbiome Unit (CMU),0.0
Disease Modeling and Transmission Section,Building 50,0.0
Disease Modeling and Transmission Section,Clinical Microbiome Unit (CMU),0.0
Emerging Respiratory Viruses Section,Building 14B South,0.0
Emerging Respiratory Viruses Section,Building 50,0.0
Emerging Virus Immunity Unit,Bacterial Physiology and Metabolism Unit,0.0
Emerging Virus Immunity Unit,Building 14B South,0.0
Emerging Virus Immunity Unit,Building 50,0.0
Emerging Virus Immunity Unit,Clinical Microbiome Unit (CMU),0.0
Epidemiology and Population Studies Unit,Antibody Biology Unit,0.0
Epidemiology and Population Studies Unit,Biological Imaging,0.0
Epidemiology and Population Studies Unit,Building 14B South,0.0
Epidemiology and Population Studies Unit,Building 50,0.0
Epidemiology and Population Studies Unit,Buildings 4 and 10/11C127,0.0
Epidemiology and Population Studies Unit,Clinical Microbiome Unit (CMU),0.0
Epidemiology and Population Studies Unit,Computational Biology Unit,0.0
Epithelial Therapeutics Unit,Antibody Biology Unit,0.0
Epithelial Therapeutics Unit,Bacterial Physiology and Metabolism Unit,0.0
Epithelial Therapeutics Unit,Building 14B South,0.0
Epithelial Therapeutics Unit,Building 33,0.0
Epithelial Therapeutics Unit,Building 50,0.0
Epithelial Therapeutics Unit,Building NIHAC/103,0.0
Epithelial Therapeutics Unit,Buildings 4 and 10/11C127,0.0
Flow Cytometry Section,Bacterial Physiology and Metabolism Unit,0.0
Flow Cytometry Section,Building 14B South,0.0
Flow Cytometry Section,Building 33,0.0
Flow Cytometry Section,Building 50,0.0
Flow Cytometry Section,Clinical Microbiome Unit (CMU),0.0
Food Allergy Research Section,Antibody Biology Unit,0.0
Food Allergy Research Section,Bacterial Physiology and Metabolism Unit,0.0
Food Allergy Research Section,Building 14B South,0.0
Food Allergy Research Section,Building 33,0.0
Food Allergy Research Section,Building 50,0.0
Food Allergy Research Section,Buildings 4 and 10/11C127,0.0
Food Allergy Research Section,Clinical Microbiome Unit (CMU),0.0
Food Allergy Research Section,Coxiella Pathogenesis Section,0.0
Functional Cellular Networks Section,Allergy and Immunology Clinical Training Program,0.0
Functional Cellular Networks Section,Bacterial Physiology and Metabolism Unit,0.0
Functional Cellular Networks Section,Building 14B South,0.0
Functional Cellular Networks Section,Building 33,0.0
Functional Cellular Networks Section,Building 50,0.0
Functional Cellular Networks Section,Building NIHAC/103,0.0
Functional Cellular Networks Section,Clinical Microbiome Unit (CMU),0.0
Functional Cellular Networks Section,Clinical Pathophysiology Section,0.0
Functional Cellular Networks Section,Epidemiology and Population Studies Unit,0.0
Functional Cellular Networks Section,Epithelial Therapeutics Unit,0.0
Fungal Pathogenesis Section,Building 14B South,0.0
Fungal Pathogenesis Section,Building 50,0.0
Fungal Pathogenesis Section,Building NIHAC/103,0.0
Gene Regulation Section,Allergy and Immunology Clinical Training Program,0.0
Gene Regulation Section,Building 14B South,0.0
Gene Regulation Section,Building 50,0.0
Gene Regulation Section,Building NIHAC/103,0.0
Gene Regulation Section,Food Allergy Research Section,0.0
Genetic Engineering Section,Allergy and Immunology Clinical Training Program,0.0
Genetic Engineering Section,Building 14B South,0.0
Genetic Engineering Section,Building 50,0.0
Genetic Engineering Section,Clinical Microbiome Unit (CMU),0.0
Genetic Immunotherapy Section,Building 14B South,0.0
Genetic Immunotherapy Section,Building 50,0.0
Genomic Technologies Section,Antibody Biology Unit,0.0
Genomic Technologies Section,Building 14B South,0.0
Genomic Technologies Section,Building 50,0.0
HIV Immunovirology Section,Bacterial Physiology and Metabolism Unit,0.0
HIV Immunovirology Section,Building 14B South,0.0
HIV Immunovirology Section,Building 50,0.0
HIV Pathogenesis Section,Antibody Biology Unit,0.0
HIV Pathogenesis Section,Bacterial Physiology and Metabolism Unit,0.0
HIV Pathogenesis Section,Building 14B South,0.0
HIV Pathogenesis Section,Building 50,0.0
HIV-Specific Immunity Section,Building 14B South,0.0
HIV-Specific Immunity Section,Building 50,0.0
Helminth Immunology Section,Antibody Biology Unit,0.0
Helminth Immunology Section,Building 14B South,0.0
Helminth Immunology Section,Building 50,0.0
Helminth Immunology Section,Clinical Microbiome Unit (CMU),0.0
Hepatic Pathogenesis Section,Antibody Biology Unit,0.0
Hepatic Pathogenesis Section,Bacterial Physiology and Metabolism Unit,0.0
Hepatic Pathogenesis Section,Building 14B South,0.0
Hepatic Pathogenesis Section,Building 33,0.0
Hepatic Pathogenesis Section,Building 50,0.0
Hepatic Pathogenesis Section,Clinical Microbiome Unit (CMU),0.0
Host-Parasite Interactions Section,Allergy and Immunology Clinical Training Program,0.0
Host-Parasite Interactions Section,Antibody Biology Unit,0.0
Host-Parasite Interactions Section,Building 14B South,0.0
Host-Parasite Interactions Section,Building 50,0.0
Host-Parasite Interactions Section,Building NIHAC/103,0.0
Host-Parasite Interactions Section,Clinical Microbiome Unit (CMU),0.0
Host-Pathogen Interactions and Structural Vaccinology Section,Antibody Biology Unit,0.0
Host-Pathogen Interactions and Structural Vaccinology Section,Building 14B South,0.0
Host-Pathogen Interactions and Structural Vaccinology Section,Building 50,0.0
Host-Pathogen Interactions and Structural Vaccinology Section,Building NIHAC/103,0.0
Host-Pathogen Interactions and Structural Vaccinology Section,Clinical Microbiome Unit (CMU),0.0
Human Eosinophil Section,Building 14B South,0.0
Human Eosinophil Section,Building 50,0.0
Human Eosinophil Section,Clinical Microbiome Unit (CMU),0.0
Human Eosinophil Section,Functional Cellular Networks Section,0.0
Human Immunological Diseases Section,Bacterial Physiology and Metabolism Unit,0.0
Human Immunological Diseases Section,Building 14B South,0.0
Human Immunological Diseases Section,Building 33,0.0
Human Immunological Diseases Section,Building 50,0.0
Immune Activation Section,Building 14B South,0.0
Immune Activation Section,Building 50,0.0
Immune Activation Section,Clinical Microbiome Unit (CMU),0.0
Immune Deficiency Genetics Section,Bacterial Physiology and Metabolism Unit,0.0
Immune Deficiency Genetics Section,Building 14B South,0.0
Immune Deficiency Genetics Section,Building 50,0.0
Immunity to Pulmonary Pathogens Section,Allergy and Immunology Clinical Training Program,0.0
Immunity to Pulmonary Pathogens Section,Antibody Biology Unit,0.0
Immunity to Pulmonary Pathogens Section,Building 14B South,0.0
Immunity to Pulmonary Pathogens Section,Building 50,0.0
Immunobiology Section,Building 14B South,0.0
Immunobiology Section,Building 50,0.0
Immunobiology and Molecular Virology Unit,Allergy and Immunology Clinical Training Program,0.0
Immunobiology and Molecular Virology Unit,Building 14B South,0.0
Immunobiology and Molecular Virology Unit,Building 50,0.0
Immunobiology and Molecular Virology Unit,Clinical Microbiome Unit (CMU),0.0
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Building 50,0.0
Immunopathogenesis Section (Laboratory of Immunoregulation),Building 14B South,0.0
Immunopathogenesis Section (Laboratory of Immunoregulation),Building 50,0.0
Infectious Disease Fellowship Training Program,Antibody Biology Unit,0.0
Infectious Disease Fellowship Training Program,Building 14B South,0.0
Infectious Disease Fellowship Training Program,Building 50,0.0
Infectious Disease Fellowship Training Program,Building NIHAC/103,0.0
Infectious Disease Fellowship Training Program,Buildings 4 and 10/11C127,0.0
Infectious Disease Fellowship Training Program,Clinical Microbiome Unit (CMU),0.0
Infectious Disease Pathogenesis Section,Allergy and Immunology Clinical Training Program,0.0
Infectious Disease Pathogenesis Section,Building 14B South,0.0
Infectious Disease Pathogenesis Section,Building 50,0.0
Inflammation & Innate Immunity Unit,Building 14B South,0.0
Inflammation & Innate Immunity Unit,Building 50,0.0
Inflammation & Innate Immunity Unit,Clinical Microbiome Unit (CMU),0.0
Inflammation & Innate Immunity Unit,Functional Cellular Networks Section,0.0
Inflammation Biology Section,Allergy and Immunology Clinical Training Program,0.0
Inflammation Biology Section,Antibody Biology Unit,0.0
Inflammation Biology Section,Building 14B South,0.0
Inflammation Biology Section,Building 50,0.0
Innate Immunity and Pathogenesis Section,Allergy and Immunology Clinical Training Program,0.0
Innate Immunity and Pathogenesis Section,Antibody Biology Unit,0.0
Innate Immunity and Pathogenesis Section,Bacterial Physiology and Metabolism Unit,0.0
Innate Immunity and Pathogenesis Section,Building 14B South,0.0
Innate Immunity and Pathogenesis Section,Building 33,0.0
Innate Immunity and Pathogenesis Section,Building 50,0.0
Innate Immunity and Pathogenesis Section,Clinical Microbiome Unit (CMU),0.0
Innate Immunity and Pathogenesis Section,Functional Cellular Networks Section,0.0
Integrative Immunobiology Section,Bacterial Physiology and Metabolism Unit,0.0
Integrative Immunobiology Section,Building 14B South,0.0
Integrative Immunobiology Section,Building 33,0.0
Integrative Immunobiology Section,Building 50,0.0
Integrative Immunobiology Section,Building NIHAC/103,0.0
Integrative Immunobiology Section,Clinical Microbiome Unit (CMU),0.0
International HIV/STD Section,Bacterial Physiology and Metabolism Unit,0.0
International HIV/STD Section,Building 14B South,0.0
International HIV/STD Section,Building 50,0.0
Intracellular Parasite Biology Section,Building 14B South,0.0
Intracellular Parasite Biology Section,Building 50,0.0
LID Clinical Studies Unit,Antibody Biology Unit,0.0
LID Clinical Studies Unit,Biological Imaging,0.0
LID Clinical Studies Unit,Building 14B South,0.0
LID Clinical Studies Unit,Building 33,0.0
LID Clinical Studies Unit,Building 50,0.0
LID Clinical Studies Unit,Building NIHAC/103,0.0
LID Clinical Studies Unit,Buildings 4 and 10/11C127,0.0
LID Clinical Studies Unit,Clinical Microbiome Unit (CMU),0.0
LID Clinical Studies Unit,Computational Biology Unit,0.0
LID Clinical Studies Unit,Food Allergy Research Section,0.0
LID Clinical Studies Unit,Functional Cellular Networks Section,0.0
Lung and Vascular Inflammation Section,Antibody Biology Unit,0.0
Lung and Vascular Inflammation Section,Bacterial Physiology and Metabolism Unit,0.0
Lung and Vascular Inflammation Section,Building 14B South,0.0
Lung and Vascular Inflammation Section,Building 33,0.0
Lung and Vascular Inflammation Section,Building 50,0.0
Lung and Vascular Inflammation Section,Building NIHAC/103,0.0
Lung and Vascular Inflammation Section,Clinical Microbiome Unit (CMU),0.0
Lyme Disease Studies Unit,Building 14B South,0.0
Lyme Disease Studies Unit,Building 50,0.0
Lyme Disease Studies Unit,Clinical Microbiome Unit (CMU),0.0
Lymphocyte Activation Section,Building 14B South,0.0
Lymphocyte Activation Section,Building 50,0.0
Lymphocyte Activation Section,Clinical Microbiome Unit (CMU),0.0
Lymphocyte Biology Section,Building 14B South,0.0
Lymphocyte Biology Section,Building 50,0.0
Lymphocyte Biology Section,Clinical Microbiome Unit (CMU),0.0
Malaria Cell Biology Section,Building 14B South,0.0
Malaria Cell Biology Section,Building 50,0.0
Malaria Cell Biology Section,Clinical Microbiome Unit (CMU),0.0
Malaria Functional Genomics Section,Building 14B South,0.0
Malaria Functional Genomics Section,Building 50,0.0
Malaria Functional Genomics Section,Clinical Microbiome Unit (CMU),0.0
Malaria Genetics Section,Building 14B South,0.0
Malaria Genetics Section,Building 33,0.0
Malaria Genetics Section,Building 50,0.0
Malaria Genetics Section,Clinical Microbiome Unit (CMU),0.0
Malaria Immunology Section,Building 14B South,0.0
Malaria Immunology Section,Building 50,0.0
Malaria Infection Biology and Immunity Unit,Building 14B South,0.0
Malaria Infection Biology and Immunity Unit,Building 50,0.0
Malaria Infection Biology and Immunity Unit,Clinical Microbiome Unit (CMU),0.0
Mast Cell Biology Section,Bacterial Physiology and Metabolism Unit,0.0
Mast Cell Biology Section,Building 14B South,0.0
Mast Cell Biology Section,Building 33,0.0
Mast Cell Biology Section,Building 50,0.0
Mast Cell Biology Section,Building NIHAC/103,0.0
Medical Virology Section,Building 14B South,0.0
Medical Virology Section,Building 50,0.0
Metaorganism Immunity Section,Building 14B South,0.0
Metaorganism Immunity Section,Building 50,0.0
Microbial Pathogenesis Section,Building 14B South,0.0
Microbial Pathogenesis Section,Building 50,0.0
Microbial Pathogenesis Section,Clinical Microbiome Unit (CMU),0.0
Molecular Biology Section,Building 14B South,0.0
Molecular Biology Section,Building 50,0.0
Molecular Biology Section,Building NIHAC/103,0.0
Molecular Biology Section,Clinical Microbiome Unit (CMU),0.0
Molecular Defenses Section,Bacterial Physiology and Metabolism Unit,0.0
Molecular Defenses Section,Building 14B South,0.0
Molecular Defenses Section,Building 50,0.0
Molecular Defenses Section,Clinical Microbiome Unit (CMU),0.0
Molecular Development of the Immune System Section,Bacterial Physiology and Metabolism Unit,0.0
Molecular Development of the Immune System Section,Building 14B South,0.0
Molecular Development of the Immune System Section,Building 33,0.0
Molecular Development of the Immune System Section,Building 50,0.0
Molecular Development of the Immune System Section,Clinical Microbiome Unit (CMU),0.0
Molecular Entomology Unit,Antibody Biology Unit,0.0
Molecular Entomology Unit,Building 14B South,0.0
Molecular Entomology Unit,Building 50,0.0
Molecular Entomology Unit,Building NIHAC/103,0.0
Molecular Entomology Unit,Clinical Microbiome Unit (CMU),0.0
Molecular Genetics Section (Laboratory of Bacteriology),Allergy and Immunology Clinical Training Program,0.0
Molecular Genetics Section (Laboratory of Bacteriology),Building 14B South,0.0
Molecular Genetics Section (Laboratory of Bacteriology),Building 50,0.0
Molecular Genetics Section (Laboratory of Bacteriology),Building NIHAC/103,0.0
Molecular Genetics Section (Laboratory of Bacteriology),Clinical Microbiome Unit (CMU),0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Allergy and Immunology Clinical Training Program,0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Building 14B South,0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Building 33,0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Building 50,0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Clinical Microbiome Unit (CMU),0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Epidemiology and Population Studies Unit,0.0
Molecular Genetics Section (Laboratory of Viral Diseases),Human Eosinophil Section,0.0
Molecular HIV Host Interactions Section,Bacterial Physiology and Metabolism Unit,0.0
Molecular HIV Host Interactions Section,Building 14B South,0.0
Molecular HIV Host Interactions Section,Building 33,0.0
Molecular HIV Host Interactions Section,Building 50,0.0
Molecular HIV Host Interactions Section,Buildings 4 and 10/11C127,0.0
Molecular HIV Host Interactions Section,Clinical Microbiome Unit (CMU),0.0
Molecular HIV Host Interactions Section,Functional Cellular Networks Section,0.0
Molecular Microbiology Section,Building 14B South,0.0
Molecular Microbiology Section,Building 50,0.0
Molecular Parasitology Section,Antibody Biology Unit,0.0
Molecular Parasitology Section,Building 14B South,0.0
Molecular Parasitology Section,Building 50,0.0
Molecular Parasitology and Entomology Unit,Allergy and Immunology Clinical Training Program,0.0
Molecular Parasitology and Entomology Unit,Antibody Biology Unit,0.0
Molecular Parasitology and Entomology Unit,Biology of Vector-Borne Viruses Section,0.0
Molecular Parasitology and Entomology Unit,Building 14B South,0.0
Molecular Parasitology and Entomology Unit,Building 50,0.0
Molecular Parasitology and Entomology Unit,Building NIHAC/103,0.0
Molecular Parasitology and Entomology Unit,Epithelial Therapeutics Unit,0.0
Molecular Parasitology and Entomology Unit,Molecular HIV Host Interactions Section,0.0
Molecular Pathogenesis Unit,Building 14B South,0.0
Molecular Pathogenesis Unit,Building 50,0.0
Molecular Pathogenesis Unit,Clinical Microbiome Unit (CMU),0.0
Molecular Pathogenesis and Biomarkers Section,Building 14B South,0.0
Molecular Pathogenesis and Biomarkers Section,Building 50,0.0
Molecular Pathogenesis and Biomarkers Section,Clinical Microbiome Unit (CMU),0.0
Molecular Pathology Section,Allergy and Immunology Clinical Training Program,0.0
Molecular Pathology Section,Bacterial Physiology and Metabolism Unit,0.0
Molecular Pathology Section,Building 14B South,0.0
Molecular Pathology Section,Building 33,0.0
Molecular Pathology Section,Building 50,0.0
Molecular Pathology Section,Clinical Microbiome Unit (CMU),0.0
Molecular Signaling Section,Building 14B South,0.0
Molecular Signaling Section,Building 50,0.0
Molecular Signaling Section,Clinical Microbiome Unit (CMU),0.0
Molecular and Cellular Immunology Section,Bacterial Physiology and Metabolism Unit,0.0
Molecular and Cellular Immunology Section,Building 14B South,0.0
Molecular and Cellular Immunology Section,Building 33,0.0
Molecular and Cellular Immunology Section,Building 50,0.0
Molecular and Cellular Immunology Section,Clinical Microbiome Unit (CMU),0.0
Molecular and Cellular Immunoregulation Section,Antibody Biology Unit,0.0
Molecular and Cellular Immunoregulation Section,Bacterial Physiology and Metabolism Unit,0.0
Molecular and Cellular Immunoregulation Section,Biology of Vector-Borne Viruses Section,0.0
Molecular and Cellular Immunoregulation Section,Building 14B South,0.0
Molecular and Cellular Immunoregulation Section,Building 33,0.0
Molecular and Cellular Immunoregulation Section,Building 50,0.0
Molecular and Cellular Immunoregulation Section,Building NIHAC/103,0.0
Molecular and Cellular Immunoregulation Section,Clinical Microbiome Unit (CMU),0.0
