section_a,section_b,project_cat_similarity
Viral Pathogenesis and Evolution Section,Malaria Functional Genomics Section,0.09565217391304348
Disease Modeling and Transmission Section,Autoimmunity and Functional Genomics Section,0.09523809523809523
Emerging Respiratory Viruses Section,B-Cell Molecular Immunology Section,0.09523809523809523
Genetic Engineering Section,Epithelial Therapeutics Unit,0.09523809523809523
HIV Pathogenesis Section,Food Allergy Research Section,0.09523809523809523
Hepatic Pathogenesis Section,Computational Biology Unit,0.09523809523809523
LID Clinical Studies Unit,Genetic Engineering Section,0.09523809523809523
Medical Virology Section,B-Cell Molecular Immunology Section,0.09523809523809523
Primary Immune Deficiency Clinic,Host-Pathogen Interactions and Structural Vaccinology Section,0.09523809523809523
Quantitative Virology and Evolution Unit,Chlamydial Diseases Section,0.09523809523809523
Salmonella-Host Cell Interactions Section,Food Allergy Research Section,0.09523809523809523
Structural Biology Section,Host-Parasite Interactions Section,0.09523809523809523
Structural Immunology Section,HIV Pathogenesis Section,0.09523809523809523
Systems Genomics Section,Emerging Respiratory Viruses Section,0.09523809523809523
Systems Genomics Section,Medical Virology Section,0.09523809523809523
T-Cell Tolerance and Memory Section,Quantitative Virology and Evolution Unit,0.09523809523809523
T-Lymphocyte Biology Section,Immune Deficiency Genetics Section,0.09523809523809523
TSE/Prion Molecular Biology Section,T-Lymphocyte Biology Section,0.09523809523809523
TSE/Prion and Retroviral Pathogenesis Section,DNA Tumor Virus Section,0.09523809523809523
Translational Mycology Section,Disease Modeling and Transmission Section,0.09523809523809523
Vector Biology Section,Computational Biology Unit,0.09523809523809523
Vector-Pathogen-Host Interaction Unit,Molecular Pathology Section,0.09523809523809523
Viral Biochemistry Section,Food Allergy Research Section,0.09523809523809523
Viral Budding Unit,T-Cell Tolerance and Memory Section,0.09523809523809523
Virus Ecology Section,Barrier Immunity Section,0.09523809523809523
Physiology Unit,Lymphocyte Activation Section,0.09482758620689655
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09473684210526316
Immunopathogenesis Section (Laboratory of Immunoregulation),DNA Tumor Virus Section,0.09473684210526316
Inflammation Biology Section,Genetic Engineering Section,0.09473684210526316
Molecular Genetics Section (Laboratory of Viral Diseases),Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.09473684210526316
Mucosal Immunity Section,Malaria Infection Biology and Immunity Unit,0.0945945945945946
Viral Biology Section,Mucosal Immunity Section,0.0945945945945946
Viral Pathogenesis Section (Laboratory of Viral Diseases),Human Eosinophil Section,0.0945945945945946
Neuroimmunological Diseases Section,Malaria Cell Biology Section,0.0945273631840796
Emerging Respiratory Viruses Section,Coxiella Pathogenesis Section,0.09448818897637795
Medical Virology Section,Coxiella Pathogenesis Section,0.09448818897637795
Mosquito Immunity and Vector Competence Section,Mast Cell Biology Section,0.09448818897637795
Immune Deficiency Genetics Section,Epithelial Therapeutics Unit,0.09433962264150944
Immunity to Pulmonary Pathogens Section,Human Eosinophil Section,0.09433962264150944
Lyme Disease Studies Unit,Human Eosinophil Section,0.09433962264150944
Molecular Pathogenesis and Biomarkers Section,Fungal Pathogenesis Section,0.09433962264150944
Physiology Unit,Chlamydial Diseases Section,0.09433962264150944
T-Cell Tolerance and Memory Section,Physiology Unit,0.09433962264150944
Translational Autoinflammatory Disease Studies Unit,Immune Activation Section,0.09433962264150944
Translational Autoinflammatory Disease Studies Unit,Molecular Signaling Section,0.09433962264150944
Translational Autoinflammatory Disease Studies Unit,Structural Virology Section,0.09433962264150944
Viral Biochemistry Section,Molecular Microbiology Section,0.09433962264150944
Viral Pathogenesis and Vaccine Section,Mast Cell Biology Section,0.09420289855072464
Immunopathogenesis Section (Laboratory of Immunoregulation),Autoimmunity and Functional Genomics Section,0.09411764705882353
Innate Immunity and Pathogenesis Section,Helminth Immunology Section,0.09411764705882353
Malaria Genetics Section,Food Allergy Research Section,0.09411764705882353
Mucosal Immunity Section,Apicomplexan Molecular Physiology Section,0.09411764705882353
TSE/Prion Molecular Biology Section,Inflammation Biology Section,0.09411764705882353
Molecular and Cellular Immunoregulation Section,Genetic Immunotherapy Section,0.09401709401709402
Structural Informatics Unit,Disease Modeling and Transmission Section,0.09401709401709402
Functional Cellular Networks Section,Food Allergy Research Section,0.09375
Immune Deficiency Genetics Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.09375
Inflammation Biology Section,Disease Modeling and Transmission Section,0.09375
Molecular Genetics Section (Laboratory of Viral Diseases),Antibacterial Host Defense Unit,0.09375
Molecular HIV Host Interactions Section,B-Cell Immunology Section,0.09375
Molecular HIV Host Interactions Section,Caliciviruses Section,0.09375
Molecular Pathogenesis and Biomarkers Section,Integrative Immunobiology Section,0.09375
Quantitative Virology and Evolution Unit,Epidemiology and Population Studies Unit,0.09375
Salmonella-Host Cell Interactions Section,HIV Pathogenesis Section,0.09375
Scientist Emerita,Food Allergy Research Section,0.09375
Structural Immunology Section,Malaria Functional Genomics Section,0.09375
Structural Virology Section,Inflammation & Innate Immunity Unit,0.09375
TSE/Prion and Retroviral Pathogenesis Section,Innate Immunity and Pathogenesis Section,0.09375
Translational Mycology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09375
Type 2 Immunity Section,Genetic Engineering Section,0.09375
Vector-Pathogen-Host Interaction Unit,Structural Virology Section,0.09375
Viral Biochemistry Section,Salmonella-Host Cell Interactions Section,0.09375
Viral Biology Section,Immunobiology Section,0.09375
Viral Budding Unit,Epidemiology and Population Studies Unit,0.09375
Viral Immunology Section,Human Eosinophil Section,0.09375
Viral Pathogenesis and Evolution Section,Hepatic Pathogenesis Section,0.09375
Virus Ecology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.09375
Pathogen Molecular Genetics Section,Emerging Respiratory Viruses Section,0.0933852140077821
Pathogen Molecular Genetics Section,Medical Virology Section,0.0933852140077821
Inflammation & Innate Immunity Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.09333333333333334
Innate Immunity and Pathogenesis Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.09333333333333334
Mucosal Immunobiology Section,Immune Deficiency Genetics Section,0.09333333333333334
Structural Informatics Unit,Mucosal Immunity Section,0.09333333333333334
TSE/Prion Biochemistry Section,Intracellular Parasite Biology Section,0.09333333333333334
TSE/Prion Biochemistry Section,Systems Genomics Section,0.09333333333333334
Viral Pathogenesis and Evolution Section,Translational Autoinflammatory Disease Studies Unit,0.09322033898305085
HIV Immunovirology Section,DNA Tumor Virus Section,0.09302325581395349
Immunopathogenesis Section (Laboratory of Immunoregulation),Apicomplexan Molecular Physiology Section,0.09302325581395349
LID Clinical Studies Unit,Helminth Immunology Section,0.09302325581395349
Malaria Immunology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09302325581395349
Molecular Defenses Section,Malaria Infection Biology and Immunity Unit,0.09302325581395349
Molecular Parasitology Section,Integrative Immunobiology Section,0.09302325581395349
Nonhuman Primate Virology Section,Computational Biology Unit,0.09302325581395349
Pathogen-Host Cell Biology Section,HIV Immunovirology Section,0.09302325581395349
Salmonella-Host Cell Interactions Section,Malaria Functional Genomics Section,0.09302325581395349
Signaling Systems Section,Food Allergy Research Section,0.09302325581395349
Translational Autoinflammatory Disease Studies Unit,Caliciviruses Section,0.09302325581395349
International HIV/STD Section,Coxiella Pathogenesis Section,0.09285714285714286
Inflammation Biology Section,Helminth Immunology Section,0.09278350515463918
Physiology Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.09278350515463918
Structural Virology Section,Epithelial Therapeutics Unit,0.09278350515463918
Structural Virology Section,LID Clinical Studies Unit,0.09278350515463918
Tuberculosis Research Section,Mosquito Immunity and Vector Competence Section,0.09271523178807947
Cellular Immunology Section,Barrier Immunity Section,0.09259259259259259
Immune Deficiency Genetics Section,Host-Parasite Interactions Section,0.09259259259259259
Molecular Pathogenesis and Biomarkers Section,Barrier Immunity Section,0.09259259259259259
Pathogenesis and Immunity Section,Immunobiology Section,0.09254498714652956
Vaccine Development Unit,Immunobiology Section,0.09254498714652956
Molecular Genetics Section (Laboratory of Bacteriology),Malaria Cell Biology Section,0.09248554913294797
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular HIV Host Interactions Section,0.09243697478991597
Genetic Immunotherapy Section,DNA Tumor Virus Section,0.09230769230769231
Host-Parasite Interactions Section,HIV-Specific Immunity Section,0.09230769230769231
Mast Cell Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.09230769230769231
Primary Immune Deficiency Clinic,Mast Cell Biology Section,0.09230769230769231
Type 2 Immunity Section,Immune Deficiency Genetics Section,0.09230769230769231
Viral Pathogenesis Section (Laboratory of Viral Diseases),Viral Biochemistry Section,0.09230769230769231
Molecular Pathogenesis and Biomarkers Section,Hepatic Pathogenesis Section,0.09210526315789473
Mucosal Immunity Section,Host-Parasite Interactions Section,0.09210526315789473
Pathogen-Host Cell Biology Section,Molecular Pathogenesis and Biomarkers Section,0.09210526315789473
Molecular and Cellular Immunoregulation Section,Cellular Biology Section,0.09183673469387756
TSE/Prion and Retroviral Pathogenesis Section,Immune Deficiency Genetics Section,0.09183673469387756
Molecular Genetics Section (Laboratory of Bacteriology),Human Immunological Diseases Section,0.09174311926605505
TSE/Prion Molecular Biology Section,Malaria Cell Biology Section,0.09174311926605505
Genetic Immunotherapy Section,Autoimmunity and Functional Genomics Section,0.09166666666666666
Viral Pathogenesis and Evolution Section,Primary Immune Deficiency Clinic,0.09166666666666666
International HIV/STD Section,Chemotaxis Signal Section,0.0916030534351145
Tuberculosis Research Section,Apicomplexan Molecular Physiology Section,0.0915032679738562
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular HIV Host Interactions Section,0.09146341463414634
Pathogenesis and Immunity Section,Lyme Disease Studies Unit,0.09115281501340483
Vaccine Development Unit,Lyme Disease Studies Unit,0.09115281501340483
Caliciviruses Section,Apicomplexan Molecular Physiology Section,0.09090909090909091
Coxiella Pathogenesis Section,Barrier Immunity Section,0.09090909090909091
Genetic Immunotherapy Section,Apicomplexan Molecular Physiology Section,0.09090909090909091
HIV Pathogenesis Section,Functional Cellular Networks Section,0.09090909090909091
Inflammation & Innate Immunity Unit,Infectious Disease Fellowship Training Program,0.09090909090909091
Innate Immunity and Pathogenesis Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09090909090909091
Innate Immunity and Pathogenesis Section,Infectious Disease Fellowship Training Program,0.09090909090909091
Integrative Immunobiology Section,Cellular Biology Section,0.09090909090909091
Intracellular Parasite Biology Section,Emerging Respiratory Viruses Section,0.09090909090909091
Malaria Functional Genomics Section,Clinical Research Section,0.09090909090909091
Malaria Functional Genomics Section,Immunity to Pulmonary Pathogens Section,0.09090909090909091
Malaria Functional Genomics Section,Lymphocyte Biology Section,0.09090909090909091
Malaria Genetics Section,Barrier Immunity Section,0.09090909090909091
Medical Virology Section,Intracellular Parasite Biology Section,0.09090909090909091
Microbial Pathogenesis Section,Epithelial Therapeutics Unit,0.09090909090909091
Microbial Pathogenesis Section,Inflammation Biology Section,0.09090909090909091
Molecular Development of the Immune System Section,Malaria Functional Genomics Section,0.09090909090909091
Molecular Genetics Section (Laboratory of Viral Diseases),Malaria Infection Biology and Immunity Unit,0.09090909090909091
Molecular and Cellular Immunoregulation Section,Clinical Research Section,0.09090909090909091
Neuroimmunological Diseases Section,Mosquito Immunity and Vector Competence Section,0.09090909090909091
Pathogen Molecular Genetics Section,Food Allergy Research Section,0.09090909090909091
Physiology Unit,Barrier Immunity Section,0.09090909090909091
Physiology Unit,Clinical and Molecular Retrovirology Section,0.09090909090909091
Physiology Unit,Hepatic Pathogenesis Section,0.09090909090909091
Physiology Unit,Multiscale Systems Biology Section,0.09090909090909091
Physiology Unit,Pathogen-Host Cell Biology Section,0.09090909090909091
Quantitative Virology and Evolution Unit,DNA Tumor Virus Section,0.09090909090909091
Salmonella-Host Cell Interactions Section,Fungal Pathogenesis Section,0.09090909090909091
Scientist Emerita,Molecular HIV Host Interactions Section,0.09090909090909091
Structural Biology Section,Immune Activation Section,0.09090909090909091
Structural Biology Section,Molecular Signaling Section,0.09090909090909091
Structural Immunology Section,Fungal Pathogenesis Section,0.09090909090909091
Structural Informatics Unit,Immune Activation Section,0.09090909090909091
Structural Informatics Unit,Microbial Pathogenesis Section,0.09090909090909091
Structural Informatics Unit,Molecular Signaling Section,0.09090909090909091
T-Cell Tolerance and Memory Section,HIV Pathogenesis Section,0.09090909090909091
TSE/Prion Molecular Biology Section,B-Cell Immunology Section,0.09090909090909091
TSE/Prion and Retroviral Pathogenesis Section,Host-Parasite Interactions Section,0.09090909090909091
Translational Allergic Immunopathology Unit,Epithelial Therapeutics Unit,0.09090909090909091
Translational Allergic Immunopathology Unit,LID Clinical Studies Unit,0.09090909090909091
Vector-Pathogen-Host Interaction Unit,Infectious Disease Fellowship Training Program,0.09090909090909091
Vector-Pathogen-Host Interaction Unit,Intracellular Parasite Biology Section,0.09090909090909091
Vector-Pathogen-Host Interaction Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.09090909090909091
Vector-Pathogen-Host Interaction Unit,Molecular and Cellular Immunology Section,0.09090909090909091
Viral Biochemistry Section,Scientist Emerita,0.09090909090909091
Viral Biology Section,Caliciviruses Section,0.09090909090909091
Viral Biology Section,Human Immunological Diseases Section,0.09090909090909091
Viral Budding Unit,Biology of Vector-Borne Viruses Section,0.09090909090909091
Viral Budding Unit,Clinical Pathophysiology Section,0.09090909090909091
Viral Budding Unit,DNA Tumor Virus Section,0.09090909090909091
Viral Budding Unit,Hepatic Pathogenesis Section,0.09090909090909091
Viral Budding Unit,Plague Section,0.09090909090909091
Viral Pathogenesis and Vaccine Section,Quantitative Virology and Evolution Unit,0.09090909090909091
Virus Ecology Section,Translational Autoinflammatory Disease Studies Unit,0.09090909090909091
International HIV/STD Section,Biology of Vector-Borne Viruses Section,0.09022556390977443
Mast Cell Biology Section,Intracellular Parasite Biology Section,0.09022556390977443
Multiscale Systems Biology Section,International HIV/STD Section,0.09022556390977443
DNA Tumor Virus Section,Cellular Biology Section,0.09009009009009009
Inflammation Biology Section,Human Immunological Diseases Section,0.09009009009009009
Malaria Infection Biology and Immunity Unit,Lymphocyte Activation Section,0.09009009009009009
Viral Biology Section,Lymphocyte Activation Section,0.09009009009009009
Structural Virology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09
Human Eosinophil Section,Genetic Engineering Section,0.0898876404494382
Metaorganism Immunity Section,DNA Tumor Virus Section,0.0898876404494382
Molecular Genetics Section (Laboratory of Viral Diseases),Helminth Immunology Section,0.0898876404494382
Molecular Parasitology Section,Inflammation & Innate Immunity Unit,0.08974358974358974
Molecular Parasitology Section,Malaria Infection Biology and Immunity Unit,0.08974358974358974
Immune Deficiency Genetics Section,B-Cell Immunology Section,0.08955223880597014
Neuroimmunological Diseases Section,Autoimmunity and Functional Genomics Section,0.08955223880597014
Signaling Systems Section,Emerging Respiratory Viruses Section,0.08949416342412451
Signaling Systems Section,Medical Virology Section,0.08949416342412451
Type 2 Immunity Section,Genetic Immunotherapy Section,0.08943089430894309
Molecular Pathogenesis and Biomarkers Section,Inflammation & Innate Immunity Unit,0.08928571428571429
Salmonella-Host Cell Interactions Section,DNA Tumor Virus Section,0.08928571428571429
Structural Biology Section,Lymphocyte Activation Section,0.08928571428571429
Viral Biochemistry Section,Vector Biology Section,0.08928571428571429
Tuberculosis Research Section,B-Cell Immunology Section,0.08917197452229299
Cellular Biology Section,Antibacterial Host Defense Unit,0.0891089108910891
Hepatic Pathogenesis Section,Clinical Research Section,0.0891089108910891
Structural Virology Section,HIV Immunovirology Section,0.0891089108910891
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Barrier Immunity Section,0.08888888888888889
Lyme Disease Studies Unit,Fungal Pathogenesis Section,0.08888888888888889
Nonhuman Primate Virology Section,Human Eosinophil Section,0.08888888888888889
Pathogen-Host Cell Biology Section,Food Allergy Research Section,0.08888888888888889
Physiology Unit,Nonhuman Primate Virology Section,0.08888888888888889
Plague Section,Food Allergy Research Section,0.08888888888888889
Primary Immune Deficiency Clinic,Caliciviruses Section,0.08888888888888889
Primary Immune Deficiency Clinic,Molecular Parasitology Section,0.08888888888888889
Retroviral Immunology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08888888888888889
Structural Virology Section,Neuroimmunological Diseases Section,0.08888888888888889
Viral Pathogenesis and Vaccine Section,Food Allergy Research Section,0.08888888888888889
Functional Cellular Networks Section,Disease Modeling and Transmission Section,0.08870967741935484
Molecular Development of the Immune System Section,Autoimmunity and Functional Genomics Section,0.08870967741935484
Molecular HIV Host Interactions Section,Antibacterial Host Defense Unit,0.08870967741935484
Clinical Research Section,Barrier Immunity Section,0.08860759493670886
Immunopathogenesis Section (Laboratory of Immunoregulation),Computational Biology Unit,0.08860759493670886
Pathogenesis and Immunity Section,Metaorganism Immunity Section,0.08860759493670886
Structural Informatics Unit,Molecular Parasitology Section,0.08860759493670886
Vaccine Development Unit,Metaorganism Immunity Section,0.08860759493670886
Viral Immunology Section,Hepatic Pathogenesis Section,0.08860759493670886
Viral Pathogenesis Section (Laboratory of Immunoregulation),TSE/Prion Molecular Biology Section,0.08860759493670886
Viral Pathogenesis Section (Laboratory of Viral Diseases),Translational Autoinflammatory Disease Studies Unit,0.08860759493670886
Virus Ecology Section,Viral Pathogenesis and Evolution Section,0.08849557522123894
Cellular Biology Section,Apicomplexan Molecular Physiology Section,0.08823529411764706
Immunity to Pulmonary Pathogens Section,Hepatic Pathogenesis Section,0.08823529411764706
Integrative Immunobiology Section,Chemotaxis Signal Section,0.08823529411764706
International HIV/STD Section,Inflammation Biology Section,0.08823529411764706
Lyme Disease Studies Unit,DNA Tumor Virus Section,0.08823529411764706
Molecular Genetics Section (Laboratory of Viral Diseases),Inflammation Biology Section,0.08823529411764706
Physiology Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.08823529411764706
Primary Immune Deficiency Clinic,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08823529411764706
Primary Immune Deficiency Clinic,International HIV/STD Section,0.08823529411764706
Primary Immune Deficiency Clinic,Molecular Genetics Section (Laboratory of Viral Diseases),0.08823529411764706
Quantitative Virology and Evolution Unit,Malaria Immunology Section,0.08823529411764706
Quantitative Virology and Evolution Unit,Nonhuman Primate Virology Section,0.08823529411764706
Structural Biology Section,Infectious Disease Fellowship Training Program,0.08823529411764706
Structural Informatics Unit,Infectious Disease Fellowship Training Program,0.08823529411764706
Structural Virology Section,Physiology Unit,0.08823529411764706
TSE/Prion Biochemistry Section,Functional Cellular Networks Section,0.08823529411764706
Vector Molecular Biology Section,Quantitative Virology and Evolution Unit,0.08823529411764706
Viral Budding Unit,Gene Regulation Section,0.08823529411764706
Viral Budding Unit,Vector Molecular Biology Section,0.08823529411764706
Viral Immunology Section,Mosquito Immunity and Vector Competence Section,0.08823529411764706
Viral Pathogenesis and Evolution Section,Molecular HIV Host Interactions Section,0.08823529411764706
Inflammation & Innate Immunity Unit,Cellular Biology Section,0.08791208791208792
Innate Immunity and Pathogenesis Section,Cellular Biology Section,0.08791208791208792
Malaria Functional Genomics Section,Genetic Engineering Section,0.08791208791208792
Computational Biology Unit,Cell Signaling and Immunity Section,0.08771929824561403
Genetic Immunotherapy Section,Computational Biology Unit,0.08771929824561403
HIV Pathogenesis Section,Clinical and Molecular Retrovirology Section,0.08771929824561403
Human Immunological Diseases Section,B-Cell Immunology Section,0.08771929824561403
Molecular Microbiology Section,Inflammation & Innate Immunity Unit,0.08771929824561403
Molecular Microbiology Section,Innate Immunity and Pathogenesis Section,0.08771929824561403
Molecular Microbiology Section,Malaria Infection Biology and Immunity Unit,0.08771929824561403
Viral Biochemistry Section,Clinical and Molecular Retrovirology Section,0.08771929824561403
Viral Biology Section,Molecular Development of the Immune System Section,0.08771929824561403
Viral Pathogenesis and Evolution Section,Human Eosinophil Section,0.08771929824561403
Inflammation Biology Section,Emerging Respiratory Viruses Section,0.08764940239043825
Medical Virology Section,Inflammation Biology Section,0.08764940239043825
Mucosal Immunobiology Section,Molecular HIV Host Interactions Section,0.08759124087591241
Neuroimmunological Diseases Section,Mucosal Immunobiology Section,0.0875
Physiology Unit,Mucosal Immunity Section,0.0875
Retroviral Immunology Section,Neuroimmunological Diseases Section,0.0875
Malaria Cell Biology Section,Epidemiology and Population Studies Unit,0.08743169398907104
Lymphocyte Biology Section,Innate Immunity and Pathogenesis Section,0.08737864077669903
International HIV/STD Section,Host-Parasite Interactions Section,0.0873015873015873
Human Immunological Diseases Section,Cellular Biology Section,0.0872093023255814
DNA Tumor Virus Section,Chemotaxis Signal Section,0.08695652173913043
Fungal Pathogenesis Section,Chemotaxis Signal Section,0.08695652173913043
Gene Regulation Section,Food Allergy Research Section,0.08695652173913043
Inflammation & Innate Immunity Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.08695652173913043
Integrative Immunobiology Section,Genetic Engineering Section,0.08695652173913043
Integrative Immunobiology Section,HIV Pathogenesis Section,0.08695652173913043
Lyme Disease Studies Unit,Barrier Immunity Section,0.08695652173913043
Lymphocyte Activation Section,Computational Biology Unit,0.08695652173913043
Molecular Genetics Section (Laboratory of Viral Diseases),LID Clinical Studies Unit,0.08695652173913043
Molecular Pathology Section,Computational Biology Unit,0.08695652173913043
Quantitative Virology and Evolution Unit,Antibacterial Host Defense Unit,0.08695652173913043
Quantitative Virology and Evolution Unit,Lung and Vascular Inflammation Section,0.08695652173913043
Structural Biology Section,Cellular Biology Section,0.08695652173913043
Structural Biology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.08695652173913043
Structural Informatics Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08695652173913043
Structural Informatics Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.08695652173913043
Vector Molecular Biology Section,Structural Immunology Section,0.08695652173913043
Viral Biochemistry Section,Integrative Immunobiology Section,0.08695652173913043
Viral Budding Unit,Lung and Vascular Inflammation Section,0.08695652173913043
Viral Budding Unit,Translational Autoinflammatory Disease Studies Unit,0.08695652173913043
Viral Immunology Section,Autoimmunity and Functional Genomics Section,0.08695652173913043
Viral Pathogenesis Section (Laboratory of Viral Diseases),Viral Biology Section,0.08695652173913043
Viral Pathogenesis and Evolution Section,Food Allergy Research Section,0.08695652173913043
Viral Pathogenesis and Vaccine Section,Chemotaxis Signal Section,0.08695652173913043
Virus Ecology Section,Viral Biology Section,0.08695652173913043
Pathogenesis and Immunity Section,Human Immunological Diseases Section,0.08685446009389672
Vaccine Development Unit,Human Immunological Diseases Section,0.08685446009389672
Tuberculosis Research Section,Malaria Functional Genomics Section,0.08666666666666667
Tuberculosis Research Section,Molecular and Cellular Immunoregulation Section,0.08666666666666667
Human Immunological Diseases Section,HIV Immunovirology Section,0.08653846153846154
Viral Pathogenesis Section (Laboratory of Immunoregulation),Microbial Pathogenesis Section,0.08653846153846154
Innate Immunity and Pathogenesis Section,Clinical Research Section,0.08641975308641975
Malaria Infection Biology and Immunity Unit,Clinical Research Section,0.08641975308641975
Epidemiology and Population Studies Unit,DNA Tumor Virus Section,0.08620689655172414
Molecular Development of the Immune System Section,Host-Parasite Interactions Section,0.08620689655172414
Molecular Microbiology Section,LID Clinical Studies Unit,0.08620689655172414
Physiology Unit,Neuroimmunology Unit,0.08620689655172414
Viral Pathogenesis and Evolution Section,Molecular and Cellular Immunoregulation Section,0.08620689655172414
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Epithelial Therapeutics Unit,0.08602150537634409
Inflammation Biology Section,Clinical Research Section,0.08602150537634409
Hepatic Pathogenesis Section,HIV Pathogenesis Section,0.08571428571428572
Human Eosinophil Section,Apicomplexan Molecular Physiology Section,0.08571428571428572
Lymphocyte Biology Section,Host-Parasite Interactions Section,0.08571428571428572
T-Lymphocyte Biology Section,Physiology Unit,0.08571428571428572
TSE/Prion and Retroviral Pathogenesis Section,Human Eosinophil Section,0.08571428571428572
Type 2 Immunity Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08571428571428572
Viral Biochemistry Section,Clinical Pathophysiology Section,0.08571428571428572
Viral Pathogenesis Section (Laboratory of Viral Diseases),Epithelial Therapeutics Unit,0.08571428571428572
Viral Immunology Section,Pathogenesis and Immunity Section,0.08549222797927461
Viral Immunology Section,Vaccine Development Unit,0.08549222797927461
Genetic Immunotherapy Section,Food Allergy Research Section,0.08547008547008547
Neuroimmunological Diseases Section,Molecular Parasitology Section,0.08547008547008547
Immunity to Pulmonary Pathogens Section,Immune Deficiency Genetics Section,0.08536585365853659
Immunopathogenesis Section (Laboratory of Immunoregulation),Food Allergy Research Section,0.08536585365853659
TSE/Prion Biochemistry Section,Nonhuman Primate Virology Section,0.08536585365853659
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Host-Parasite Interactions Section,0.0851063829787234
Primary Immune Deficiency Clinic,Coxiella Pathogenesis Section,0.0851063829787234
Quantitative Virology and Evolution Unit,Neuroimmunology Unit,0.0851063829787234
TSE/Prion Molecular Biology Section,DNA Tumor Virus Section,0.0851063829787234
Translational Autoinflammatory Disease Studies Unit,Genetic Engineering Section,0.0851063829787234
Tuberculosis Research Section,Molecular Genetics Section (Laboratory of Bacteriology),0.08496732026143791
LID Clinical Studies Unit,Disease Modeling and Transmission Section,0.0847457627118644
Malaria Functional Genomics Section,Genetic Immunotherapy Section,0.0847457627118644
Molecular Development of the Immune System Section,Computational Biology Unit,0.0847457627118644
Molecular Genetics Section (Laboratory of Viral Diseases),Molecular Development of the Immune System Section,0.0847457627118644
Molecular Microbiology Section,Host-Parasite Interactions Section,0.0847457627118644
Structural Biology Section,Disease Modeling and Transmission Section,0.0847457627118644
Viral Immunology Section,Malaria Infection Biology and Immunity Unit,0.0847457627118644
Pathogen-Host Cell Biology Section,Emerging Respiratory Viruses Section,0.08461538461538462
Pathogen-Host Cell Biology Section,Medical Virology Section,0.08461538461538462
Type 2 Immunity Section,Disease Modeling and Transmission Section,0.08461538461538462
Neuroimmunological Diseases Section,Lymphocyte Biology Section,0.08450704225352113
TSE/Prion Biochemistry Section,Molecular Genetics Section (Laboratory of Bacteriology),0.08450704225352113
Viral Biochemistry Section,Mucosal Immunity Section,0.08450704225352113
Malaria Functional Genomics Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.08433734939759036
Molecular Genetics Section (Laboratory of Viral Diseases),Malaria Genetics Section,0.08433734939759036
Molecular and Cellular Immunology Section,Malaria Cell Biology Section,0.08421052631578947
Human Immunological Diseases Section,Functional Cellular Networks Section,0.08411214953271028
Microbial Pathogenesis Section,Integrative Immunobiology Section,0.08411214953271028
Molecular HIV Host Interactions Section,HIV Immunovirology Section,0.08403361344537816
International HIV/STD Section,Food Allergy Research Section,0.08396946564885496
Molecular HIV Host Interactions Section,Coxiella Pathogenesis Section,0.08396946564885496
Structural Immunology Section,International HIV/STD Section,0.08396946564885496
Tuberculosis Research Section,Primary Immune Deficiency Clinic,0.08387096774193549
Cellular Immunology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08333333333333333
DNA Tumor Virus Section,Biology of Vector-Borne Viruses Section,0.08333333333333333
Fungal Pathogenesis Section,DNA Tumor Virus Section,0.08333333333333333
HIV Immunovirology Section,Cellular Biology Section,0.08333333333333333
HIV Pathogenesis Section,Biology of Vector-Borne Viruses Section,0.08333333333333333
HIV-Specific Immunity Section,HIV Pathogenesis Section,0.08333333333333333
Host-Parasite Interactions Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.08333333333333333
Inflammation Biology Section,Immunity to Pulmonary Pathogens Section,0.08333333333333333
