section_a,section_b,keyword_similarity
Research Technology Branch,Pathogen-Host Cell Biology Section,0.012626262626262626
Viral Pathogenesis and Evolution Section,Office of the Animal Program Director,0.012618296529968454
Twinbrook Imaging Facility,Molecular Development of the Immune System Section,0.012605042016806723
Molecular Parasitology and Entomology Unit,Fungal Pathogenesis Section,0.012594458438287154
Salmonella-Host Cell Interactions Section,HIV Pathogenesis Section,0.012589928057553957
Immune Deficiency Genetics Section,Chemotaxis Signal Section,0.012578616352201259
Molecular Genetics Section (Laboratory of Bacteriology),Molecular Biology Section,0.012578616352201259
Signaling Systems Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.012571428571428572
Human Eosinophil Section,Biological Imaging,0.012567324955116697
Multiscale Systems Biology Section,Lung and Vascular Inflammation Section,0.01256281407035176
Host-Pathogen Interactions and Structural Vaccinology Section,Coxiella Pathogenesis Section,0.012552301255230125
NIAID International Center of Excellence in Research Cambodia,Chlamydial Diseases Section,0.012552301255230125
Viral Pathogenesis and Evolution Section,Host-Parasite Interactions Section,0.012552301255230125
Human Eosinophil Section,Building 33,0.012544802867383513
Office of the Animal Program Director,Human Eosinophil Section,0.012544802867383513
Viral Pathogenesis and Vaccine Section,Tick-Pathogen Transmission Unit,0.012539184952978056
Plague Section,Disease Modeling and Transmission Section,0.012519561815336464
Plague Section,Multiscale Systems Biology Section,0.0125
Prion Cell Biology Unit,Hepatic Pathogenesis Section,0.0125
Twinbrook III,Multiscale Systems Biology Section,0.0125
Viral Epidemiology and Immunity Unit,Functional Cellular Networks Section,0.0125
Molecular Pathology Section,Malaria Immunology Section,0.012474012474012475
TSE/Prion Biochemistry Section,Apicomplexan Molecular Physiology Section,0.012468827930174564
Viral Budding Unit,Lymphocyte Activation Section,0.012463343108504398
Cellular Immunology Section,Building 14B South,0.012448132780082987
Primary Immune Deficiency Clinic,Functional Cellular Networks Section,0.012422360248447204
Prion Cell Biology Unit,Mucosal Immunity Section,0.012422360248447204
Viral Biochemistry Section,Pathogen-Host Cell Biology Section,0.012422360248447204
Office of the Animal Program Director,Clinical Research Section,0.01240694789081886
Emerging Virus Immunity Unit,Building 50,0.012396694214876033
Building 14B South,Biology of Vector-Borne Viruses Section,0.012345679012345678
Functional Cellular Networks Section,Emerging Virus Immunity Unit,0.012345679012345678
Molecular Genetics Section (Laboratory of Viral Diseases),Molecular Genetics Section (Laboratory of Bacteriology),0.012345679012345678
Molecular Pathology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.012345679012345678
NIAID International Center of Excellence in Research Cambodia,Clinical Microbiome Unit (CMU),0.012345679012345678
Prion Cell Biology Unit,Human Eosinophil Section,0.012345679012345678
Research Technology Branch,Gene Regulation Section,0.012345679012345678
Structural Biology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.012345679012345678
Translational Allergic Immunopathology Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.012345679012345678
Viral Budding Unit,Building 33,0.012345679012345678
Viral Budding Unit,Molecular Pathogenesis Unit,0.012345679012345678
Vector-Pathogen-Host Interaction Unit,Clinical Microbiome Unit (CMU),0.012328767123287671
Pathogen-Host Cell Biology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.012320328542094456
Molecular Genetics Section (Laboratory of Bacteriology),Metaorganism Immunity Section,0.012315270935960592
Viral Pathogenesis and Vaccine Section,Office of the Animal Program Director,0.012307692307692308
Molecular Parasitology and Entomology Unit,Chlamydial Diseases Section,0.012295081967213115
Vector Molecular Biology Section,Quantitative Virology and Evolution Unit,0.012276785714285714
Retroviral Immunology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.012269938650306749
Structural Informatics Unit,Fungal Pathogenesis Section,0.012254901960784314
Salmonella-Host Cell Interactions Section,Microbial Pathogenesis Section,0.01221001221001221
Molecular Genetics Section (Laboratory of Bacteriology),Autoimmunity and Functional Genomics Section,0.012195121951219513
Molecular Genetics Section (Laboratory of Bacteriology),Chlamydial Diseases Section,0.012195121951219513
Molecular Parasitology and Entomology Unit,Cell Signaling and Immunity Section,0.012195121951219513
NIAID International Center of Excellence in Research Cambodia,B-Cell Molecular Immunology Section,0.012195121951219513
NIAID International Center of Excellence in Research Cambodia,Buildings 4 and 10/11C127,0.012195121951219513
Viral Budding Unit,Mosquito Immunity and Vector Competence Section,0.012195121951219513
Visual and Medical Arts Unit,Immunity to Pulmonary Pathogens Section,0.012195121951219513
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular Parasitology and Entomology Unit,0.0121580547112462
Vector Molecular Biology Section,Computational Biology Unit,0.012154696132596685
Molecular Parasitology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.012135922330097087
Molecular Parasitology and Entomology Unit,Clinical Pathophysiology Section,0.012121212121212121
Viral Biochemistry Section,Translational Autoinflammatory Disease Studies Unit,0.012121212121212121
Cellular Immunology Section,Building 50,0.012096774193548387
Pathogen-Host Cell Biology Section,Host-Parasite Interactions Section,0.012096774193548387
Scientist Emerita,Pathogen Molecular Genetics Section,0.012096774193548387
Vector Molecular Biology Section,Building 33,0.012087912087912088
Molecular Genetics Section (Laboratory of Bacteriology),Clinical Pathophysiology Section,0.012077294685990338
Primary Immune Deficiency Clinic,Molecular Genetics Section (Laboratory of Bacteriology),0.012077294685990338
Malaria Infection Biology and Immunity Unit,Building 50,0.012048192771084338
Office of the Animal Program Director,Metaorganism Immunity Section,0.012048192771084338
Viral Budding Unit,Salmonella-Host Cell Interactions Section,0.012048192771084338
Host-Pathogen Interactions and Structural Vaccinology Section,Fungal Pathogenesis Section,0.01201923076923077
Structural Informatics Unit,Metaorganism Immunity Section,0.012012012012012012
Viral Pathogenesis Section (Laboratory of Viral Diseases),Tick-Pathogen Transmission Unit,0.012012012012012012
Viral Pathogenesis Section (Laboratory of Immunoregulation),Functional Cellular Networks Section,0.012
Physiology Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.011998500187476566
Immunity to Pulmonary Pathogens Section,Building 14B South,0.011976047904191617
Malaria Infection Biology and Immunity Unit,Functional Cellular Networks Section,0.011976047904191617
Multiscale Systems Biology Section,Intracellular Parasite Biology Section,0.011976047904191617
Tick-Pathogen Transmission Unit,Clinical Pathophysiology Section,0.011976047904191617
Tick-Pathogen Transmission Unit,Primary Immune Deficiency Clinic,0.011976047904191617
Viral Pathogenesis Section (Laboratory of Viral Diseases),T-Cell Tolerance and Memory Section,0.011976047904191617
Viral Pathogenesis and Vaccine Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.011976047904191617
Human Immunological Diseases Section,Gene Regulation Section,0.011956521739130435
Viral Pathogenesis Section (Laboratory of Immunoregulation),Research Technology Branch,0.01195219123505976
Vector-Pathogen-Host Interaction Unit,Host-Parasite Interactions Section,0.011928429423459244
Research Technology Branch,Malaria Infection Biology and Immunity Unit,0.011904761904761904
Viral Budding Unit,Twinbrook Imaging Facility,0.011904761904761904
Visual and Medical Arts Unit,Innate Immunity and Pathogenesis Section,0.011904761904761904
Salmonella-Host Cell Interactions Section,Genetic Engineering Section,0.011881188118811881
Molecular Parasitology Section,Biological Imaging,0.011869436201780416
Twinbrook Imaging Facility,Lymphocyte Activation Section,0.011869436201780416
Lung and Vascular Inflammation Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.011848341232227487
Microbial Pathogenesis Section,Epithelial Therapeutics Unit,0.011848341232227487
Building 50,Biology of Vector-Borne Viruses Section,0.011834319526627219
Office of the Animal Program Director,Chlamydial Diseases Section,0.011811023622047244
Host-Parasite Interactions Section,Cell Signaling and Immunity Section,0.011799410029498525
TSE/Prion and Retroviral Pathogenesis Section,Functional Cellular Networks Section,0.011799410029498525
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Chemotaxis Signal Section,0.011778115501519757
Molecular Entomology Unit,Building 50,0.011764705882352941
Molecular Genetics Section (Laboratory of Bacteriology),Clinical Microbiome Unit (CMU),0.011764705882352941
Primary Immune Deficiency Clinic,Office of the Animal Program Director,0.011764705882352941
Prion Cell Biology Unit,Building NIHAC/103,0.011764705882352941
Research Technology Branch,Molecular and Cellular Immunology Section,0.011764705882352941
Structural Informatics Unit,Clinical Pathophysiology Section,0.011730205278592375
Structural Informatics Unit,Primary Immune Deficiency Clinic,0.011730205278592375
Translational Mycology Section,Building 14B South,0.01171875
Systems Genomics Section,Functional Cellular Networks Section,0.0117096018735363
Genetic Immunotherapy Section,Functional Cellular Networks Section,0.011695906432748537
Host-Parasite Interactions Section,Epithelial Therapeutics Unit,0.011695906432748537
Innate Immunity and Pathogenesis Section,Building 14B South,0.011695906432748537
Malaria Functional Genomics Section,Antibody Biology Unit,0.011695906432748537
Molecular Genetics Section (Laboratory of Bacteriology),B-Cell Molecular Immunology Section,0.011695906432748537
Research Technology Branch,Biology of Vector-Borne Viruses Section,0.011695906432748537
Viral Immunity and Pathogenesis Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.011695906432748537
Viral Pathogenesis Section (Laboratory of Viral Diseases),Twinbrook Imaging Facility,0.011695906432748537
Clinical Research Section,Apicomplexan Molecular Physiology Section,0.011682242990654205
Molecular Genetics Section (Laboratory of Bacteriology),Inflammation Biology Section,0.011673151750972763
Molecular Genetics Section (Laboratory of Viral Diseases),Coxiella Pathogenesis Section,0.011673151750972763
NIAID International Center of Excellence in Research Cambodia,Infectious Disease Fellowship Training Program,0.011673151750972763
Pathogenesis and Immunity Section,Multiscale Systems Biology Section,0.011673151750972763
Vaccine Development Unit,Multiscale Systems Biology Section,0.011673151750972763
Plague Section,Lymphocyte Activation Section,0.011651816312542838
Immunobiology Section,Building 50,0.011650485436893204
NIAID International Center of Excellence in Research Cambodia,Genetic Immunotherapy Section,0.011644832605531296
Innate Immunity and Pathogenesis Section,Antibody Biology Unit,0.011627906976744186
Quantitative Virology and Evolution Unit,Genetic Immunotherapy Section,0.011627906976744186
Translational Immunobiology Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.011627906976744186
Vector Molecular Biology Section,Buildings 4 and 10/11C127,0.011627906976744186
Viral Epidemiology and Immunity Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.011627906976744186
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular Parasitology and Entomology Unit,0.011627906976744186
Vector-Pathogen-Host Interaction Unit,Gene Regulation Section,0.01161995898838004
International HIV/STD Section,Building 33,0.011592434411226357
Emerging Respiratory Viruses Section,Biological Imaging,0.011583011583011582
Medical Virology Section,Biological Imaging,0.011583011583011582
Molecular Genetics Section (Laboratory of Bacteriology),Malaria Infection Biology and Immunity Unit,0.011583011583011582
Viral Budding Unit,Molecular Pathology Section,0.011560693641618497
Viral Budding Unit,Lung and Vascular Inflammation Section,0.011547344110854504
Twinbrook Imaging Facility,Emerging Respiratory Viruses Section,0.011538461538461539
Twinbrook Imaging Facility,Medical Virology Section,0.011538461538461539
TSE/Prion and Retroviral Pathogenesis Section,Molecular Parasitology and Entomology Unit,0.011527377521613832
Host-Pathogen Interactions and Structural Vaccinology Section,Cellular Biology Section,0.011494252873563218
Research Technology Branch,Molecular Entomology Unit,0.011494252873563218
Tick-Pathogen Transmission Unit,Pathogenesis and Immunity Section,0.011472275334608031
Vaccine Development Unit,Tick-Pathogen Transmission Unit,0.011472275334608031
Vector Biology Section,Bacterial Physiology and Metabolism Unit,0.011467889908256881
Molecular Parasitology and Entomology Unit,Helminth Immunology Section,0.011464968152866241
Malaria Functional Genomics Section,Functional Cellular Networks Section,0.011461318051575931
Research Technology Branch,Genomic Technologies Section,0.011428571428571429
TSE/Prion Molecular Biology Section,Building 50,0.011428571428571429
Lung and Vascular Inflammation Section,Apicomplexan Molecular Physiology Section,0.01141552511415525
Pathogen-Host Cell Biology Section,Apicomplexan Molecular Physiology Section,0.01141552511415525
Plague Section,International HIV/STD Section,0.011409013120365089
Host-Pathogen Interactions and Structural Vaccinology Section,Chlamydial Diseases Section,0.011406844106463879
Translational Mycology Section,Building 50,0.011406844106463879
Tick-Pathogen Transmission Unit,TSE/Prion and Retroviral Pathogenesis Section,0.011396011396011397
Tick-Pathogen Transmission Unit,Systems Genomics Section,0.011389521640091117
Structural Informatics Unit,Genetic Immunotherapy Section,0.011379800853485065
Tick-Pathogen Transmission Unit,Immunobiology Section,0.011363636363636364
Translational Mycology Section,Functional Cellular Networks Section,0.011363636363636364
Viral Biochemistry Section,Vector Biology Section,0.011363636363636364
Pathogenesis and Immunity Section,Office of the Animal Program Director,0.011342155009451797
Vaccine Development Unit,Office of the Animal Program Director,0.011342155009451797
Translational Immunobiology Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.011329305135951661
Human Immunological Diseases Section,Biological Imaging,0.011325028312570781
Epidemiology and Population Studies Unit,Building 50,0.011320754716981131
Research Technology Branch,Disease Modeling and Transmission Section,0.011314186248912098
TSE/Prion Molecular Biology Section,Research Technology Branch,0.011299435028248588
Functional Cellular Networks Section,Epidemiology and Population Studies Unit,0.011278195488721804
Innate Immunity and Pathogenesis Section,Building 50,0.011235955056179775
Molecular Genetics Section (Laboratory of Bacteriology),Flow Cytometry Section,0.011235955056179775
NIAID International Center of Excellence in Research Cambodia,Flow Cytometry Section,0.011235955056179775
Office of the Animal Program Director,Cellular Immunology Section,0.011235955056179775
Molecular Pathogenesis and Biomarkers Section,Functional Cellular Networks Section,0.011194029850746268
Quantitative Virology and Evolution Unit,Microbial Pathogenesis Section,0.011194029850746268
TSE/Prion Molecular Biology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.011194029850746268
Host-Parasite Interactions Section,Clinical Microbiome Unit (CMU),0.0111731843575419
Immunopathogenesis Section (Laboratory of Immunoregulation),Host-Pathogen Interactions and Structural Vaccinology Section,0.0111731843575419
Innate Immunity and Pathogenesis Section,Functional Cellular Networks Section,0.0111731843575419
Salmonella-Host Cell Interactions Section,Nonhuman Primate Virology Section,0.011160714285714286
Genetic Engineering Section,Clinical Microbiome Unit (CMU),0.011152416356877323
Neuroimmunological Diseases Section,Functional Cellular Networks Section,0.011152416356877323
Twinbrook Imaging Facility,Nonhuman Primate Virology Section,0.011135857461024499
Molecular Genetics Section (Laboratory of Viral Diseases),Immune Deficiency Genetics Section,0.011126564673157162
Host-Pathogen Interactions and Structural Vaccinology Section,Emerging Virus Immunity Unit,0.011111111111111112
Quantitative Virology and Evolution Unit,Pathogen Molecular Genetics Section,0.011111111111111112
Research Technology Branch,Innate Immunity and Pathogenesis Section,0.011111111111111112
Twinbrook Imaging Facility,TSE/Prion and Retroviral Pathogenesis Section,0.011111111111111112
Type 2 Immunity Section,Building 14B South,0.011111111111111112
Viral Budding Unit,Host-Pathogen Interactions and Structural Vaccinology Section,0.011111111111111112
Vector Biology Section,Host-Parasite Interactions Section,0.011090573012939002
Infectious Disease Fellowship Training Program,Biological Imaging,0.01107011070110701
Prion Cell Biology Unit,Immunobiology Section,0.011049723756906077
Translational Immunobiology Unit,Immune Deficiency Genetics Section,0.011049723756906077
Office of the Animal Program Director,Infectious Disease Fellowship Training Program,0.011029411764705883
Lymphocyte Activation Section,Building NIHAC/103,0.011021307861866276
Systems Genomics Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.011013215859030838
Building 50,Antibacterial Host Defense Unit,0.01098901098901099
Pathogen Molecular Genetics Section,Host-Parasite Interactions Section,0.010968921389396709
Tuberculosis Research Section,Quantitative Virology and Evolution Unit,0.010968921389396709
Molecular Development of the Immune System Section,Functional Cellular Networks Section,0.010964912280701754
Mucosal Immunity Section,Building 50,0.010964912280701754
Malaria Genetics Section,Antibody Biology Unit,0.010948905109489052
Molecular Genetics Section (Laboratory of Bacteriology),Molecular Development of the Immune System Section,0.010948905109489052
Mucosal Immunity Section,Functional Cellular Networks Section,0.010940919037199124
Vector Biology Section,Biological Imaging,0.010940919037199124
Vector Molecular Biology Section,Twinbrook Imaging Facility,0.010940919037199124
Immune Activation Section,Host-Parasite Interactions Section,0.0109204368174727
Molecular Signaling Section,Host-Parasite Interactions Section,0.0109204368174727
Vector Biology Section,Molecular Pathology Section,0.01090909090909091
Host-Parasite Interactions Section,Epidemiology and Population Studies Unit,0.010899182561307902
Malaria Cell Biology Section,Host-Parasite Interactions Section,0.010899182561307902
TSE/Prion Biochemistry Section,Molecular Parasitology and Entomology Unit,0.010899182561307902
Molecular Pathology Section,Malaria Functional Genomics Section,0.010893246187363835
Vector Biology Section,Structural Informatics Unit,0.010893246187363835
Human Immunological Diseases Section,Clinical Microbiome Unit (CMU),0.01088139281828074
Host-Pathogen Interactions and Structural Vaccinology Section,Clinical and Molecular Retrovirology Section,0.010869565217391304
Prion Cell Biology Unit,Plague Section,0.010869565217391304
Protein Chemistry Section,Physiology Unit,0.010869565217391304
T-Lymphocyte Biology Section,Building 14B South,0.010869565217391304
Viral Pathogenesis and Evolution Section,Prion Cell Biology Unit,0.010869565217391304
Translational Immunobiology Unit,Human Immunological Diseases Section,0.010857763300760043
Tick-Pathogen Transmission Unit,Human Eosinophil Section,0.0108499095840868
Building 14B South,B-Cell Immunology Section,0.010830324909747292
Neuroimmunological Diseases Section,Molecular Parasitology and Entomology Unit,0.010830324909747292
Viral Pathogenesis Section (Laboratory of Immunoregulation),Host-Pathogen Interactions and Structural Vaccinology Section,0.010830324909747292
Structural Biology Section,Mast Cell Biology Section,0.010824313072439634
Molecular and Cellular Immunology Section,Host-Parasite Interactions Section,0.010810810810810811
T-Lymphocyte Biology Section,Antibody Biology Unit,0.010810810810810811
Translational Immunobiology Unit,Disease Modeling and Transmission Section,0.010806317539484621
International HIV/STD Section,Epithelial Therapeutics Unit,0.010797840431913617
Viral Biochemistry Section,Immune Deficiency Genetics Section,0.010796221322537112
Pathogen Molecular Genetics Section,Molecular Pathology Section,0.01079136690647482
Pathogenesis and Immunity Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.01079136690647482
Vaccine Development Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.01079136690647482
Tick-Pathogen Transmission Unit,TSE/Prion Biochemistry Section,0.01078167115902965
Research Technology Branch,Antibacterial Host Defense Unit,0.010752688172043012
Structural Informatics Unit,Pathogen Molecular Genetics Section,0.010752688172043012
Quantitative Virology and Evolution Unit,Emerging Respiratory Viruses Section,0.0107421875
Quantitative Virology and Evolution Unit,Medical Virology Section,0.0107421875
Structural Informatics Unit,Immune Activation Section,0.01073345259391771
Structural Informatics Unit,Molecular Signaling Section,0.01073345259391771
Type 2 Immunity Section,Molecular Genetics Section (Laboratory of Bacteriology),0.010714285714285714
Twinbrook Imaging Facility,Pathogen Molecular Genetics Section,0.010706638115631691
Molecular Entomology Unit,Host-Parasite Interactions Section,0.0106951871657754
RNA Viruses Section,Building 14B South,0.0106951871657754
Salmonella-Host Cell Interactions Section,Human Eosinophil Section,0.0106951871657754
Twinbrook Imaging Facility,Immune Activation Section,0.0106951871657754
Twinbrook Imaging Facility,Molecular Signaling Section,0.0106951871657754
Infectious Disease Fellowship Training Program,Host-Pathogen Interactions and Structural Vaccinology Section,0.010676156583629894
Molecular Microbiology Section,Building 50,0.010676156583629894
Tick-Pathogen Transmission Unit,Mucosal Immunity Section,0.010660980810234541
Tuberculosis Research Section,Salmonella-Host Cell Interactions Section,0.010657193605683837
Molecular Genetics Section (Laboratory of Bacteriology),Food Allergy Research Section,0.010638297872340425
Prion Cell Biology Unit,HIV Pathogenesis Section,0.010638297872340425
Prion Cell Biology Unit,Molecular Biology Section,0.010638297872340425
Nonhuman Primate Virology Section,Apicomplexan Molecular Physiology Section,0.010615711252653927
Immune Activation Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.010582010582010581
Molecular Signaling Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.010582010582010581
Scientist Emerita,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.010582010582010581
TSE/Prion Biochemistry Section,Structural Informatics Unit,0.010582010582010581
Salmonella-Host Cell Interactions Section,Emerging Respiratory Viruses Section,0.010576923076923078
Salmonella-Host Cell Interactions Section,Medical Virology Section,0.010576923076923078
Multiscale Systems Biology Section,Malaria Genetics Section,0.01056338028169014
Office of the Animal Program Director,Malaria Cell Biology Section,0.01056338028169014
NIAID International Center of Excellence in Research Cambodia,Molecular Microbiology Section,0.010526315789473684
Twinbrook Imaging Facility,TSE/Prion Biochemistry Section,0.010526315789473684
Visual and Medical Arts Unit,RML Flow Cytometry Unit,0.010526315789473684
Salmonella-Host Cell Interactions Section,Molecular Development of the Immune System Section,0.01050420168067227
Structural Informatics Unit,Mucosal Immunity Section,0.01050420168067227
Office of the Animal Program Director,Molecular Pathogenesis and Biomarkers Section,0.01048951048951049
Fungal Pathogenesis Section,Building 14B South,0.010471204188481676
T-Lymphocyte Biology Section,Building 50,0.010471204188481676
Translational Allergic Immunopathology Unit,Building 14B South,0.010471204188481676
Quantitative Virology and Evolution Unit,Intracellular Parasite Biology Section,0.010447761194029851
Viral Biochemistry Section,Mast Cell Biology Section,0.010441767068273093
Office of the Animal Program Director,Barrier Immunity Section,0.010438413361169102
Vector-Pathogen-Host Interaction Unit,Prion Cell Biology Unit,0.010438413361169102
Protein Chemistry Section,Allergy and Immunology Clinical Training Program,0.010416666666666666
Protein Chemistry Section,Infectious Disease Pathogenesis Section,0.010416666666666666
Quantitative Virology and Evolution Unit,Disease Modeling and Transmission Section,0.010407632263660017
Clinical Research Section,Building 50,0.01038961038961039
Host-Parasite Interactions Section,B-Cell Immunology Section,0.010362694300518135
Molecular Genetics Section (Laboratory of Bacteriology),Hepatic Pathogenesis Section,0.010362694300518135
T-Lymphocyte Biology Section,Research Technology Branch,0.010362694300518135
Immune Deficiency Genetics Section,Gene Regulation Section,0.010351966873706004
Molecular Development of the Immune System Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.010351966873706004
Prion Cell Biology Unit,Molecular Development of the Immune System Section,0.010351966873706004
Molecular Parasitology and Entomology Unit,Molecular Microbiology Section,0.010344827586206896
Pathology Core,Molecular Genetics Section (Laboratory of Bacteriology),0.010344827586206896
Viral Budding Unit,Malaria Functional Genomics Section,0.0103359173126615
Mucosal Immunity Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.010330578512396695
Viral Budding Unit,Tuberculosis Research Section,0.010327022375215147
Molecular Pathology Section,Disease Modeling and Transmission Section,0.010325655281969817
Building 14B South,Allergy and Immunology Clinical Training Program,0.010309278350515464
Infectious Disease Pathogenesis Section,Building 14B South,0.010309278350515464
Protein Chemistry Section,Lymphocyte Biology Section,0.010309278350515464
Protein Chemistry Section,Molecular Defenses Section,0.010309278350515464
RML Flow Cytometry Unit,Protein Chemistry Section,0.010309278350515464
Immune Activation Section,Apicomplexan Molecular Physiology Section,0.010291595197255575
Molecular Signaling Section,Apicomplexan Molecular Physiology Section,0.010291595197255575
Host-Parasite Interactions Section,Clinical Research Section,0.01026694045174538
Fungal Pathogenesis Section,Functional Cellular Networks Section,0.010256410256410256
Mast Cell Biology Section,Computational Biology Unit,0.010256410256410256
Research Technology Branch,HIV Immunovirology Section,0.010256410256410256
Viral Budding Unit,Twinbrook III,0.010256410256410256
Visual and Medical Arts Unit,Molecular Pathogenesis Unit,0.010256410256410256
Host-Pathogen Interactions and Structural Vaccinology Section,Barrier Immunity Section,0.010245901639344262
Vector-Pathogen-Host Interaction Unit,Buildings 4 and 10/11C127,0.010245901639344262
Hepatic Pathogenesis Section,Building 50,0.010238907849829351
Gene Regulation Section,Emerging Respiratory Viruses Section,0.010232558139534883
Medical Virology Section,Gene Regulation Section,0.010232558139534883
Multiscale Systems Biology Section,Genetic Engineering Section,0.010224948875255624
Pathogen Molecular Genetics Section,Apicomplexan Molecular Physiology Section,0.010224948875255624
Hepatic Pathogenesis Section,Functional Cellular Networks Section,0.01020408163265306
Infectious Disease Pathogenesis Section,Antibody Biology Unit,0.01020408163265306
RML Flow Cytometry Unit,Building 14B South,0.01020408163265306
NIAID International Center of Excellence in Research Cambodia,Fungal Pathogenesis Section,0.010178117048346057
Virus Ecology Section,Prion Cell Biology Unit,0.010178117048346057
Host-Parasite Interactions Section,Food Allergy Research Section,0.01015228426395939
Molecular Genetics Section (Laboratory of Bacteriology),Allergy and Immunology Clinical Training Program,0.01015228426395939
Vector Biology Section,Clinical Microbiome Unit (CMU),0.010141987829614604
Twinbrook Imaging Facility,Human Immunological Diseases Section,0.010135135135135136
Host-Parasite Interactions Section,Hepatic Pathogenesis Section,0.010126582278481013
Viral Biochemistry Section,Microbial Pathogenesis Section,0.010123734533183352
Molecular Defenses Section,Antibody Biology Unit,0.010101010101010102
RML Microscopy Unit,Building 14B South,0.010101010101010102
RNA Viruses Section,NIAID International Center of Excellence in Research Cambodia,0.010101010101010102
Translational Immunobiology Unit,Translational Autoinflammatory Disease Studies Unit,0.01008827238335435
Molecular Pathogenesis Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.010067114093959731
Tuberculosis Research Section,Clinical Microbiome Unit (CMU),0.010067114093959731
Lung and Vascular Inflammation Section,Host-Parasite Interactions Section,0.01006036217303823
Molecular Pathogenesis Unit,Antibody Biology Unit,0.010050251256281407
Tick-Pathogen Transmission Unit,Clinical Research Section,0.010050251256281407
Translational Allergic Immunopathology Unit,Functional Cellular Networks Section,0.010050251256281407
Tick-Pathogen Transmission Unit,Genetic Engineering Section,0.010040160642570281
Pathology Core,Host-Parasite Interactions Section,0.010033444816053512
NIAID International Center of Excellence in Research Cambodia,Lung and Vascular Inflammation Section,0.010025062656641603
Pathogen-Host Cell Biology Section,Multiscale Systems Biology Section,0.010025062656641603
Pathogen-Host Cell Biology Section,NIAID International Center of Excellence in Research Cambodia,0.010025062656641603
Prion Cell Biology Unit,Malaria Immunology Section,0.010025062656641603
Plague Section,Helminth Immunology Section,0.010023584905660377
Molecular Development of the Immune System Section,Apicomplexan Molecular Physiology Section,0.01002004008016032
Molecular HIV Host Interactions Section,Building 14B South,0.01
Molecular and Cellular Immunoregulation Section,Molecular Genetics Section (Laboratory of Bacteriology),0.01
Mucosal Immunity Section,Apicomplexan Molecular Physiology Section,0.01
Office of the Animal Program Director,Molecular Microbiology Section,0.01
Transplant Infectious Diseases Consult Service,Molecular Genetics Section (Laboratory of Bacteriology),0.01
Viral Pathogenesis and Vaccine Section,Molecular Genetics Section (Laboratory of Bacteriology),0.01
Microbial Pathogenesis Section,Functional Cellular Networks Section,0.009987515605493134
Vector Molecular Biology Section,Molecular Pathology Section,0.0099601593625498
Molecular Genetics Section (Laboratory of Bacteriology),Immunopathogenesis Section (Laboratory of Immunoregulation),0.009950248756218905
Molecular HIV Host Interactions Section,Antibody Biology Unit,0.009950248756218905
Molecular Pathology Section,Immunobiology and Molecular Virology Unit,0.009950248756218905
Tick-Pathogen Transmission Unit,Fungal Pathogenesis Section,0.009950248756218905
Immune Deficiency Genetics Section,Computational Biology Unit,0.009943181818181818
Molecular Parasitology and Entomology Unit,Hepatic Pathogenesis Section,0.009933774834437087
Barrier Immunity Section,Apicomplexan Molecular Physiology Section,0.00992063492063492
Twinbrook Imaging Facility,Genetic Immunotherapy Section,0.009915014164305949
Mast Cell Biology Section,Gene Regulation Section,0.009900990099009901
Molecular Genetics Section (Laboratory of Bacteriology),HIV-Specific Immunity Section,0.009900990099009901
Pathogen-Host Cell Biology Section,Molecular Parasitology and Entomology Unit,0.009900990099009901
RML Microscopy Unit,Bacterial Physiology and Metabolism Unit,0.009900990099009901
Helminth Immunology Section,Clinical Microbiome Unit (CMU),0.009894867037724181
Viral Budding Unit,Malaria Cell Biology Section,0.009868421052631578
HIV-Specific Immunity Section,Building 14B South,0.009852216748768473
Molecular Genetics Section (Laboratory of Viral Diseases),Intracellular Parasite Biology Section,0.009845288326300985
Prion Cell Biology Unit,Genetic Immunotherapy Section,0.009831460674157303
