section_a,section_b,project_term_similarity
Viral Budding Unit,Malaria Immunology Section,0.056105610561056105
Molecular HIV Host Interactions Section,Molecular Genetics Section (Laboratory of Bacteriology),0.05610043154178109
Virus Ecology Section,Pathogen Molecular Genetics Section,0.05609284332688588
Mosquito Immunity and Vector Competence Section,International HIV/STD Section,0.05603747397640527
T-Cell Tolerance and Memory Section,DNA Tumor Virus Section,0.05602716468590832
Systems Genomics Section,Prion Cell Biology Unit,0.056022408963585436
Virus Ecology Section,T-Lymphocyte Biology Section,0.05601317957166392
Pathogen Molecular Genetics Section,Malaria Infection Biology and Immunity Unit,0.055984555984555984
Molecular Defenses Section,Epithelial Therapeutics Unit,0.05598159509202454
Molecular Genetics Section (Laboratory of Viral Diseases),Caliciviruses Section,0.055970149253731345
HIV-Specific Immunity Section,HIV Pathogenesis Section,0.05596269153897402
Viral Biology Section,Lymphocyte Biology Section,0.055944055944055944
Lyme Disease Studies Unit,Emerging Respiratory Viruses Section,0.05593520627689193
Medical Virology Section,Lyme Disease Studies Unit,0.05593520627689193
Caliciviruses Section,B-Cell Molecular Immunology Section,0.05591836734693877
Viral Pathogenesis and Vaccine Section,Structural Virology Section,0.05586404172976611
Virus Ecology Section,Malaria Immunology Section,0.055860805860805864
Translational Allergic Immunopathology Unit,Immune Activation Section,0.05584826132771338
Translational Allergic Immunopathology Unit,Molecular Signaling Section,0.05584826132771338
Neuroimmunology Unit,LID Clinical Studies Unit,0.05580608793686584
Viral Pathogenesis and Vaccine Section,Lyme Disease Studies Unit,0.05579773321708806
Viral Immunity and Pathogenesis Unit,Translational Allergic Immunopathology Unit,0.055793991416309016
Immune Deficiency Genetics Section,HIV Pathogenesis Section,0.05579138872043663
Viral Pathogenesis and Vaccine Section,Pathogen-Host Cell Biology Section,0.055768179332968834
Signaling Systems Section,Prion Cell Biology Unit,0.05576679340937896
Host-Parasite Interactions Section,Barrier Immunity Section,0.055762081784386616
LID Clinical Studies Unit,Immune Deficiency Genetics Section,0.05572021339656195
Molecular and Cellular Immunology Section,Human Eosinophil Section,0.05571293673276676
Human Eosinophil Section,DNA Tumor Virus Section,0.05569007263922518
Lyme Disease Studies Unit,Buildings 4 and 10/11C127,0.05568096313017306
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Epithelial Therapeutics Unit,0.055645161290322584
Viral Immunology Section,Structural Virology Section,0.055639097744360905
Viral Biology Section,Human Eosinophil Section,0.055619930475086905
Translational Allergic Immunopathology Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.055611729019211326
DNA Tumor Virus Section,Autoimmunity and Functional Genomics Section,0.055609756097560976
Pathogen Molecular Genetics Section,Lymphocyte Biology Section,0.05559254327563249
Clinical Research Section,Chemotaxis Signal Section,0.05558468799160986
Innate Immunity and Pathogenesis Section,Buildings 4 and 10/11C127,0.05555555555555555
Malaria Infection Biology and Immunity Unit,Antibacterial Host Defense Unit,0.05555555555555555
Structural Immunology Section,Molecular and Cellular Immunoregulation Section,0.05555555555555555
Viral Budding Unit,Computational Biology Unit,0.05555555555555555
Lyme Disease Studies Unit,B-Cell Molecular Immunology Section,0.055496641922940966
Molecular Genetics Section (Laboratory of Bacteriology),Epithelial Therapeutics Unit,0.05549263873159683
TSE/Prion and Retroviral Pathogenesis Section,Structural Biology Section,0.055463576158940396
Human Eosinophil Section,Chemotaxis Signal Section,0.05543933054393305
Type 2 Immunity Section,Genetic Engineering Section,0.055420219244823384
Viral Budding Unit,Immune Deficiency Genetics Section,0.05539358600583091
Molecular and Cellular Immunology Section,Epidemiology and Population Studies Unit,0.055384615384615386
Signaling Systems Section,Genetic Engineering Section,0.05538270068450529
TSE/Prion Biochemistry Section,Computational Biology Unit,0.05537098560354374
Plague Section,Emerging Respiratory Viruses Section,0.05537084398976982
Plague Section,Medical Virology Section,0.05537084398976982
Mast Cell Biology Section,Food Allergy Research Section,0.05535804977145759
Molecular Genetics Section (Laboratory of Viral Diseases),Chemotaxis Signal Section,0.05531914893617021
T-Lymphocyte Biology Section,Host-Parasite Interactions Section,0.05530642750373692
Emerging Respiratory Viruses Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.05529604847872743
Medical Virology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.05529604847872743
Viral Biochemistry Section,Structural Virology Section,0.05527228227615746
Clinical Research Section,Buildings 4 and 10/11C127,0.0552423900789177
Tuberculosis Research Section,Pathogen Molecular Genetics Section,0.055236945366737095
Virus Ecology Section,Apicomplexan Molecular Physiology Section,0.055229142185663924
HIV Immunovirology Section,Disease Modeling and Transmission Section,0.05521249545949873
Vector Biology Section,Systems Genomics Section,0.05518763796909492
Pathogenesis and Immunity Section,Multiscale Systems Biology Section,0.05518394648829431
Vaccine Development Unit,Multiscale Systems Biology Section,0.05518394648829431
Molecular Parasitology Section,Integrative Immunobiology Section,0.05517241379310345
Salmonella-Host Cell Interactions Section,Clinical and Molecular Retrovirology Section,0.05516840882694541
Lymphocyte Activation Section,Caliciviruses Section,0.05516528925619835
Molecular and Cellular Immunology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.05515929624346172
Translational Allergic Immunopathology Unit,Plague Section,0.05511811023622047
LID Clinical Studies Unit,Human Immunological Diseases Section,0.05510688836104513
Metaorganism Immunity Section,Computational Biology Unit,0.05508474576271186
Food Allergy Research Section,Clinical Research Section,0.05506883604505632
Structural Virology Section,Genetic Engineering Section,0.05506282335550628
Molecular Development of the Immune System Section,Functional Cellular Networks Section,0.05504833512352309
Genetic Immunotherapy Section,Buildings 4 and 10/11C127,0.05504587155963303
Tuberculosis Research Section,Functional Cellular Networks Section,0.0550210463018641
Scientist Emerita,Buildings 4 and 10/11C127,0.055
Tuberculosis Research Section,Chemotaxis Signal Section,0.054929577464788736
Clinical Research Section,Antibacterial Host Defense Unit,0.05492638731596829
Microbial Pathogenesis Section,HIV Immunovirology Section,0.054857142857142854
Primary Immune Deficiency Clinic,Pathogen-Host Cell Biology Section,0.05485232067510549
Neuroimmunological Diseases Section,Fungal Pathogenesis Section,0.054838709677419356
Viral Pathogenesis and Evolution Section,Food Allergy Research Section,0.05482275350370981
Integrative Immunobiology Section,Antibacterial Host Defense Unit,0.054814814814814816
Virus Ecology Section,Biology of Vector-Borne Viruses Section,0.05481120584652863
T-Cell Tolerance and Memory Section,Genetic Engineering Section,0.0547945205479452
Viral Pathogenesis Section (Laboratory of Immunoregulation),Malaria Infection Biology and Immunity Unit,0.0547945205479452
Molecular Development of the Immune System Section,Buildings 4 and 10/11C127,0.054783748361730014
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Computational Biology Unit,0.054773082942097026
TSE/Prion Biochemistry Section,Structural Biology Section,0.05475504322766571
Structural Biology Section,Molecular Parasitology Section,0.05475040257648953
Structural Biology Section,Pathogen-Host Cell Biology Section,0.05473372781065089
Tuberculosis Research Section,Buildings 4 and 10/11C127,0.05472636815920398
Viral Immunology Section,Pathogen-Host Cell Biology Section,0.05472636815920398
Lyme Disease Studies Unit,DNA Tumor Virus Section,0.05472263868065967
Viral Biochemistry Section,Malaria Cell Biology Section,0.05471599791558103
Virus Ecology Section,Molecular Parasitology Section,0.054694621695533276
TSE/Prion Biochemistry Section,HIV Pathogenesis Section,0.054679284963196635
Human Eosinophil Section,Buildings 4 and 10/11C127,0.054678007290400975
Structural Biology Section,Computational Biology Unit,0.05466970387243736
Vector-Pathogen-Host Interaction Unit,Cell Signaling and Immunity Section,0.054667788057190914
Viral Budding Unit,Genetic Engineering Section,0.05465414175918019
Scientist Emerita,Epidemiology and Population Studies Unit,0.05464926590538336
Signaling Systems Section,Emerging Respiratory Viruses Section,0.054646217296043305
Signaling Systems Section,Medical Virology Section,0.054646217296043305
Structural Biology Section,Signaling Systems Section,0.054600606673407485
Tuberculosis Research Section,Scientist Emerita,0.05458515283842795
Molecular and Cellular Immunoregulation Section,Lyme Disease Studies Unit,0.054575986565911
Viral Immunology Section,Malaria Functional Genomics Section,0.05457463884430177
Translational Allergic Immunopathology Unit,Retroviral Immunology Section,0.05456570155902005
Viral Immunology Section,Infectious Disease Fellowship Training Program,0.05456570155902005
Tuberculosis Research Section,Antibacterial Host Defense Unit,0.05456145497213259
Helminth Immunology Section,Buildings 4 and 10/11C127,0.05455876968143537
T-Cell Tolerance and Memory Section,LID Clinical Studies Unit,0.05454545454545454
Pathogenesis and Immunity Section,Infectious Disease Fellowship Training Program,0.05453866268210684
Vaccine Development Unit,Infectious Disease Fellowship Training Program,0.05453866268210684
Mucosal Immunity Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.05452240067624683
Translational Mycology Section,Prion Cell Biology Unit,0.05451713395638629
Pathogenesis and Immunity Section,Mucosal Immunobiology Section,0.054474708171206226
Vaccine Development Unit,Mucosal Immunobiology Section,0.054474708171206226
Viral Immunity and Pathogenesis Unit,Immunity to Pulmonary Pathogens Section,0.054461181923522596
Lung and Vascular Inflammation Section,Inflammation & Innate Immunity Unit,0.05441778818022235
Viral Budding Unit,Inflammation Biology Section,0.05439330543933055
Viral Pathogenesis and Vaccine Section,Primary Immune Deficiency Clinic,0.05439121756487026
Viral Budding Unit,Autoimmunity and Functional Genomics Section,0.054388133498145856
Tuberculosis Research Section,Pathogen-Host Cell Biology Section,0.05437068188645239
Viral Budding Unit,Structural Biology Section,0.05434782608695652
Immunity to Pulmonary Pathogens Section,Host-Parasite Interactions Section,0.054336468129571575
Viral Immunity and Pathogenesis Unit,T-Cell Tolerance and Memory Section,0.05432098765432099
Malaria Infection Biology and Immunity Unit,Intracellular Parasite Biology Section,0.054285714285714284
Hepatic Pathogenesis Section,Emerging Respiratory Viruses Section,0.05428350913300746
Medical Virology Section,Hepatic Pathogenesis Section,0.05428350913300746
Host-Pathogen Interactions and Structural Vaccinology Section,Helminth Immunology Section,0.05426975259377494
Genetic Engineering Section,Clinical Pathophysiology Section,0.05426356589147287
Viral Pathogenesis Section (Laboratory of Viral Diseases),Computational Biology Unit,0.05423406279733587
Scientist Emerita,Human Eosinophil Section,0.05420560747663551
Scientist Emerita,LID Clinical Studies Unit,0.05416666666666667
Mast Cell Biology Section,Human Eosinophil Section,0.05416248746238716
Translational Allergic Immunopathology Unit,Apicomplexan Molecular Physiology Section,0.05415162454873646
Molecular Development of the Immune System Section,Epidemiology and Population Studies Unit,0.05412438199323445
Viral Budding Unit,Structural Informatics Unit,0.05412371134020619
Structural Informatics Unit,Pathogen Molecular Genetics Section,0.05410821643286573
Systems Genomics Section,Lymphocyte Biology Section,0.05410062026188835
International HIV/STD Section,Epidemiology and Population Studies Unit,0.054048892284186405
Viral Budding Unit,Immune Activation Section,0.05402930402930403
Viral Budding Unit,Molecular Signaling Section,0.05402930402930403
Human Eosinophil Section,Coxiella Pathogenesis Section,0.05400890868596882
Integrative Immunobiology Section,Infectious Disease Fellowship Training Program,0.0540084388185654
International HIV/STD Section,Hepatic Pathogenesis Section,0.05397466495318524
Viral Biology Section,Malaria Cell Biology Section,0.053948013732221675
Malaria Cell Biology Section,DNA Tumor Virus Section,0.053946053946053944
Malaria Infection Biology and Immunity Unit,Apicomplexan Molecular Physiology Section,0.053927315357561546
Molecular Genetics Section (Laboratory of Viral Diseases),Innate Immunity and Pathogenesis Section,0.05390334572490706
Viral Biology Section,Neuroimmunological Diseases Section,0.05388272583201268
Molecular Genetics Section (Laboratory of Viral Diseases),Lung and Vascular Inflammation Section,0.05387931034482758
Immunopathogenesis Section (Laboratory of Immunoregulation),Epidemiology and Population Studies Unit,0.05385097056981841
LID Clinical Studies Unit,Inflammation Biology Section,0.05382131324004306
DNA Tumor Virus Section,Computational Biology Unit,0.05379746835443038
Metaorganism Immunity Section,Genetic Engineering Section,0.05379310344827586
Virus Ecology Section,Plague Section,0.05378704720087816
Structural Informatics Unit,Cellular Biology Section,0.053742802303262956
Inflammation & Innate Immunity Unit,Immune Deficiency Genetics Section,0.05372405372405373
Molecular Pathogenesis and Biomarkers Section,Fungal Pathogenesis Section,0.05372290292177191
Mast Cell Biology Section,Caliciviruses Section,0.05365379946588978
Translational Allergic Immunopathology Unit,TSE/Prion Biochemistry Section,0.05365296803652968
Plague Section,Molecular HIV Host Interactions Section,0.05365185040140983
Scientist Emerita,Innate Immunity and Pathogenesis Section,0.0536480686695279
Genetic Engineering Section,Autoimmunity and Functional Genomics Section,0.05364511691884457
Viral Budding Unit,Scientist Emerita,0.053643724696356275
Hepatic Pathogenesis Section,Genetic Engineering Section,0.05363748458692972
Structural Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.053634438955539876
Lymphocyte Activation Section,Lyme Disease Studies Unit,0.053578262533486416
HIV Immunovirology Section,Gene Regulation Section,0.05357142857142857
Viral Biology Section,Vector-Pathogen-Host Interaction Unit,0.05357142857142857
Translational Mycology Section,Molecular HIV Host Interactions Section,0.05354588187206213
Viral Biochemistry Section,Tuberculosis Research Section,0.05354472031109782
Lymphocyte Biology Section,Epidemiology and Population Studies Unit,0.05353728489483748
Malaria Immunology Section,Epithelial Therapeutics Unit,0.05352112676056338
Viral Budding Unit,T-Lymphocyte Biology Section,0.053497942386831275
Human Eosinophil Section,Clinical Research Section,0.053462940461725394
T-Cell Tolerance and Memory Section,HIV Pathogenesis Section,0.053452115812917596
HIV Pathogenesis Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.053420805998125584
Microbial Pathogenesis Section,Food Allergy Research Section,0.05341130604288499
Virus Ecology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0533596837944664
Integrative Immunobiology Section,Cellular Biology Section,0.05333333333333334
Food Allergy Research Section,Cellular Biology Section,0.05332239540607055
Molecular Parasitology Section,Innate Immunity and Pathogenesis Section,0.05331040412725709
Molecular Genetics Section (Laboratory of Viral Diseases),Immunobiology Section,0.053304904051172705
Viral Immunity and Pathogenesis Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.05328798185941043
Virus Ecology Section,Signaling Systems Section,0.05325443786982249
Structural Biology Section,DNA Tumor Virus Section,0.053246753246753244
Molecular Genetics Section (Laboratory of Viral Diseases),HIV Immunovirology Section,0.053237410071942444
Coxiella Pathogenesis Section,Barrier Immunity Section,0.05322128851540616
Molecular Genetics Section (Laboratory of Bacteriology),International HIV/STD Section,0.05319535221496006
Metaorganism Immunity Section,LID Clinical Studies Unit,0.05319148936170213
Physiology Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.05319148936170213
TSE/Prion Biochemistry Section,Emerging Respiratory Viruses Section,0.05318332907184863
TSE/Prion Biochemistry Section,Medical Virology Section,0.05318332907184863
TSE/Prion Biochemistry Section,Host-Parasite Interactions Section,0.053180396246089674
Infectious Disease Fellowship Training Program,Fungal Pathogenesis Section,0.05317324185248713
Vector Biology Section,Barrier Immunity Section,0.0531632110579479
Translational Allergic Immunopathology Unit,Salmonella-Host Cell Interactions Section,0.0531496062992126
Virus Ecology Section,Buildings 4 and 10/11C127,0.05314009661835749
Pathogen-Host Cell Biology Section,Buildings 4 and 10/11C127,0.053117782909930716
Structural Biology Section,Nonhuman Primate Virology Section,0.05311355311355311
Integrative Immunobiology Section,Immunobiology Section,0.05310531053105311
Viral Budding Unit,Food Allergy Research Section,0.05309734513274336
Structural Virology Section,Scientist Emerita,0.053073692248949984
Viral Pathogenesis Section (Laboratory of Viral Diseases),Vector-Pathogen-Host Interaction Unit,0.05305305305305305
Viral Biology Section,Translational Allergic Immunopathology Unit,0.0530421216848674
Viral Biology Section,HIV Pathogenesis Section,0.05299860529986053
Structural Immunology Section,International HIV/STD Section,0.05299313052011776
T-Cell Tolerance and Memory Section,Fungal Pathogenesis Section,0.05298759864712514
Viral Biology Section,LID Clinical Studies Unit,0.052980132450331126
Vector Molecular Biology Section,Inflammation & Innate Immunity Unit,0.05297157622739018
Primary Immune Deficiency Clinic,Buildings 4 and 10/11C127,0.05293551491819057
Vector-Pathogen-Host Interaction Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.05293440736478711
Vector-Pathogen-Host Interaction Unit,Antibacterial Host Defense Unit,0.05291005291005291
Host-Pathogen Interactions and Structural Vaccinology Section,Gene Regulation Section,0.052884615384615384
Systems Genomics Section,Microbial Pathogenesis Section,0.05288082083662194
Malaria Cell Biology Section,LID Clinical Studies Unit,0.052870949403069925
Mucosal Immunobiology Section,Epidemiology and Population Studies Unit,0.0528391167192429
Salmonella-Host Cell Interactions Section,Malaria Infection Biology and Immunity Unit,0.052830188679245285
Structural Biology Section,Molecular Pathology Section,0.052798982188295165
Viral Pathogenesis Section (Laboratory of Immunoregulation),Structural Informatics Unit,0.052788844621513946
Tuberculosis Research Section,Primary Immune Deficiency Clinic,0.052751639577986884
Molecular Development of the Immune System Section,Malaria Functional Genomics Section,0.05274317519215478
Translational Allergic Immunopathology Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.052715654952076675
Mast Cell Biology Section,Genetic Engineering Section,0.05267778753292362
Food Allergy Research Section,Disease Modeling and Transmission Section,0.052670623145400594
Structural Biology Section,Metaorganism Immunity Section,0.05266538214515093
Host-Parasite Interactions Section,HIV Immunovirology Section,0.05263157894736842
Infectious Disease Fellowship Training Program,HIV Pathogenesis Section,0.05263157894736842
Malaria Functional Genomics Section,Clinical Research Section,0.05263157894736842
Molecular Genetics Section (Laboratory of Viral Diseases),Hepatic Pathogenesis Section,0.05263157894736842
Vector-Pathogen-Host Interaction Unit,Molecular Defenses Section,0.05263157894736842
Viral Immunity and Pathogenesis Unit,Physiology Unit,0.05263157894736842
Virus Ecology Section,Translational Allergic Immunopathology Unit,0.05263157894736842
Salmonella-Host Cell Interactions Section,Genetic Immunotherapy Section,0.0525783619817998
Mucosal Immunobiology Section,Host-Parasite Interactions Section,0.05257731958762887
DNA Tumor Virus Section,Antibacterial Host Defense Unit,0.052576235541535225
Neuroimmunology Unit,Integrative Immunobiology Section,0.052571428571428575
Viral Immunity and Pathogenesis Unit,Chemotaxis Signal Section,0.05255878284923928
Inflammation & Innate Immunity Unit,DNA Tumor Virus Section,0.052552552552552555
Pathogenesis and Immunity Section,Immune Activation Section,0.05255082470272344
Pathogenesis and Immunity Section,Molecular Signaling Section,0.05255082470272344
Vaccine Development Unit,Immune Activation Section,0.05255082470272344
Vaccine Development Unit,Molecular Signaling Section,0.05255082470272344
Structural Informatics Unit,Epidemiology and Population Studies Unit,0.052547770700636945
Intracellular Parasite Biology Section,Computational Biology Unit,0.0525195173882186
Malaria Functional Genomics Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.052513608709574125
Viral Budding Unit,Vector-Pathogen-Host Interaction Unit,0.052486187845303865
Viral Immunology Section,Epithelial Therapeutics Unit,0.05246252676659529
Structural Virology Section,Neuroimmunological Diseases Section,0.0524615092187797
Malaria Cell Biology Section,Chemotaxis Signal Section,0.05245901639344262
Molecular HIV Host Interactions Section,Gene Regulation Section,0.05244188142007569
Integrative Immunobiology Section,Coxiella Pathogenesis Section,0.05244122965641953
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Host-Parasite Interactions Section,0.052434456928838954
Innate Immunity and Pathogenesis Section,Coxiella Pathogenesis Section,0.05240963855421687
Translational Autoinflammatory Disease Studies Unit,Innate Immunity and Pathogenesis Section,0.05240174672489083
Viral Immunology Section,Physiology Unit,0.05239520958083832
Translational Allergic Immunopathology Unit,Molecular Defenses Section,0.05239179954441914
Molecular Pathology Section,Host-Parasite Interactions Section,0.052384150436534584
Viral Immunity and Pathogenesis Unit,Viral Biology Section,0.05238095238095238
Virus Ecology Section,Chlamydial Diseases Section,0.052364864864864864
Vector Molecular Biology Section,Malaria Infection Biology and Immunity Unit,0.052352551358515576
Molecular Parasitology Section,Epithelial Therapeutics Unit,0.052336448598130844
Immunopathogenesis Section (Laboratory of Immunoregulation),Buildings 4 and 10/11C127,0.05231641979199496
Inflammation & Innate Immunity Unit,Clinical Pathophysiology Section,0.052309782608695655
Virus Ecology Section,Barrier Immunity Section,0.05230125523012552
Quantitative Virology and Evolution Unit,Pathogen Molecular Genetics Section,0.05228758169934641
Molecular Pathology Section,Innate Immunity and Pathogenesis Section,0.05227882037533512
Viral Immunity and Pathogenesis Unit,DNA Tumor Virus Section,0.05227655986509275
Epithelial Therapeutics Unit,Cellular Biology Section,0.05227492739593417
Viral Budding Unit,Plague Section,0.05227492739593417
Structural Virology Section,Physiology Unit,0.0522551162328631
Mucosal Immunobiology Section,Molecular HIV Host Interactions Section,0.052250489236790605
Molecular Genetics Section (Laboratory of Viral Diseases),Host-Parasite Interactions Section,0.05223880597014925
Tuberculosis Research Section,Systems Genomics Section,0.05223880597014925
Translational Allergic Immunopathology Unit,Pathogen Molecular Genetics Section,0.05220883534136546
TSE/Prion Molecular Biology Section,Integrative Immunobiology Section,0.052200614124872056
Pathogenesis and Immunity Section,Epidemiology and Population Studies Unit,0.05214723926380368
Vaccine Development Unit,Epidemiology and Population Studies Unit,0.05214723926380368
Vector-Pathogen-Host Interaction Unit,Mucosal Immunobiology Section,0.05214368482039398
Viral Pathogenesis and Vaccine Section,Pathogen Molecular Genetics Section,0.05214050493962678
Structural Virology Section,Multiscale Systems Biology Section,0.05214039358896328
Vector-Pathogen-Host Interaction Unit,Chemotaxis Signal Section,0.05211267605633803
Viral Pathogenesis and Vaccine Section,Molecular and Cellular Immunoregulation Section,0.052100840336134456
Viral Immunity and Pathogenesis Unit,Hepatic Pathogenesis Section,0.05205811138014528
Viral Pathogenesis and Evolution Section,Human Eosinophil Section,0.05205811138014528
Molecular Biology Section,Host-Parasite Interactions Section,0.052011095700416086
Structural Virology Section,DNA Tumor Virus Section,0.052
Viral Immunity and Pathogenesis Unit,Pathogen-Host Cell Biology Section,0.052
Structural Informatics Unit,Malaria Immunology Section,0.051996285979572884
Molecular Pathology Section,LID Clinical Studies Unit,0.05193951347797501
TSE/Prion Biochemistry Section,Innate Immunity and Pathogenesis Section,0.05192107995846314
Mosquito Immunity and Vector Competence Section,Innate Immunity and Pathogenesis Section,0.051916932907348244
Intracellular Parasite Biology Section,Host-Parasite Interactions Section,0.05191256830601093
Signaling Systems Section,Molecular HIV Host Interactions Section,0.05189146365616954
Tuberculosis Research Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.051875
Molecular Genetics Section (Laboratory of Viral Diseases),Infectious Disease Fellowship Training Program,0.05186880244088482
Molecular Genetics Section (Laboratory of Viral Diseases),Computational Biology Unit,0.05186721991701245
Host-Parasite Interactions Section,Autoimmunity and Functional Genomics Section,0.05186170212765957
Viral Immunology Section,Structural Informatics Unit,0.05185185185185185
Vector Biology Section,Integrative Immunobiology Section,0.051822323462414575
Lymphocyte Activation Section,Functional Cellular Networks Section,0.05181455842248794
Lung and Vascular Inflammation Section,Innate Immunity and Pathogenesis Section,0.05181347150259067
Physiology Unit,Pathogenesis and Immunity Section,0.051794453507340944
Vaccine Development Unit,Physiology Unit,0.051794453507340944
Viral Pathogenesis Section (Laboratory of Viral Diseases),HIV Pathogenesis Section,0.051771117166212535
Systems Genomics Section,Molecular Microbiology Section,0.05175490779298037
LID Clinical Studies Unit,Buildings 4 and 10/11C127,0.05174825174825175
LID Clinical Studies Unit,Apicomplexan Molecular Physiology Section,0.05174234424498416
Scientist Emerita,Malaria Infection Biology and Immunity Unit,0.05172413793103448
Molecular HIV Host Interactions Section,Biology of Vector-Borne Viruses Section,0.05172070817585041
Structural Biology Section,Functional Cellular Networks Section,0.051698670605613
Malaria Genetics Section,Innate Immunity and Pathogenesis Section,0.05168986083499006
Viral Budding Unit,Translational Allergic Immunopathology Unit,0.05167958656330749
Mucosal Immunobiology Section,Malaria Infection Biology and Immunity Unit,0.051648351648351645
Viral Budding Unit,Molecular Pathology Section,0.051646223369916075
Molecular HIV Host Interactions Section,Cellular Biology Section,0.05164230112018227
Metaorganism Immunity Section,Malaria Infection Biology and Immunity Unit,0.051626591230551626
Scientist Emerita,Food Allergy Research Section,0.05160662122687439
Viral Pathogenesis Section (Laboratory of Viral Diseases),Structural Informatics Unit,0.05160662122687439
Quantitative Virology and Evolution Unit,Buildings 4 and 10/11C127,0.051601423487544484
Molecular Development of the Immune System Section,Barrier Immunity Section,0.05158837903882704
Pathogen-Host Cell Biology Section,Genetic Engineering Section,0.05157813702848345
Structural Immunology Section,Primary Immune Deficiency Clinic,0.05154639175257732
Lyme Disease Studies Unit,Human Eosinophil Section,0.051537822111388194
Pathogen-Host Cell Biology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.05152300712896954
T-Cell Tolerance and Memory Section,Structural Virology Section,0.051522696801379046
Host-Parasite Interactions Section,HIV-Specific Immunity Section,0.05151915455746367
Vector Biology Section,LID Clinical Studies Unit,0.051511758118701005
Vector Molecular Biology Section,Integrative Immunobiology Section,0.05149396058486968
Molecular Pathology Section,Human Eosinophil Section,0.051470588235294115
International HIV/STD Section,Immunity to Pulmonary Pathogens Section,0.051463902527732315
LID Clinical Studies Unit,DNA Tumor Virus Section,0.05146036161335188
Molecular Genetics Section (Laboratory of Viral Diseases),Host-Pathogen Interactions and Structural Vaccinology Section,0.051457975986277875
Molecular HIV Host Interactions Section,Malaria Cell Biology Section,0.051421760599352974
Structural Biology Section,LID Clinical Studies Unit,0.051330798479087454
Lyme Disease Studies Unit,Antibacterial Host Defense Unit,0.05128205128205128
Pathogenesis and Immunity Section,Biology of Vector-Borne Viruses Section,0.05128205128205128
Structural Informatics Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.05128205128205128
Vaccine Development Unit,Biology of Vector-Borne Viruses Section,0.05128205128205128
Viral Immunology Section,Molecular HIV Host Interactions Section,0.05125725338491296
Viral Immunology Section,Pathogenesis and Immunity Section,0.051237766263673
Viral Immunology Section,Vaccine Development Unit,0.051237766263673
Neuroimmunological Diseases Section,Emerging Respiratory Viruses Section,0.051232911715855374
Neuroimmunological Diseases Section,Medical Virology Section,0.051232911715855374
Malaria Infection Biology and Immunity Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.05123152709359606
T-Lymphocyte Biology Section,Malaria Cell Biology Section,0.051230537418382724
Quantitative Virology and Evolution Unit,HIV Immunovirology Section,0.051224944320712694
Virus Ecology Section,Immunity to Pulmonary Pathogens Section,0.051224944320712694
Microbial Pathogenesis Section,Human Eosinophil Section,0.05122324159021407
Lymphocyte Biology Section,Human Eosinophil Section,0.05120481927710843
Viral Pathogenesis and Vaccine Section,Functional Cellular Networks Section,0.05119825708061002
Scientist Emerita,Epithelial Therapeutics Unit,0.05119047619047619
Innate Immunity and Pathogenesis Section,Immunobiology Section,0.051189941625505164
Primary Immune Deficiency Clinic,Lymphocyte Activation Section,0.051173139158576054
Mosquito Immunity and Vector Competence Section,Molecular HIV Host Interactions Section,0.05116796440489433
Molecular HIV Host Interactions Section,Immunity to Pulmonary Pathogens Section,0.05113636363636364
Lymphocyte Activation Section,Chlamydial Diseases Section,0.05112813082177603
T-Lymphocyte Biology Section,Pathogenesis and Immunity Section,0.0510603253036854
Vaccine Development Unit,T-Lymphocyte Biology Section,0.0510603253036854
Translational Allergic Immunopathology Unit,Biology of Vector-Borne Viruses Section,0.05105853051058531
Molecular and Cellular Immunoregulation Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.05103720777082647
TSE/Prion Biochemistry Section,Genetic Engineering Section,0.05102040816326531
Structural Biology Section,Intracellular Parasite Biology Section,0.051000645577792124
Host-Parasite Interactions Section,Gene Regulation Section,0.05099150141643059
Immune Deficiency Genetics Section,Computational Biology Unit,0.0509633312616532
Tuberculosis Research Section,Salmonella-Host Cell Interactions Section,0.050943961642193586
Mast Cell Biology Section,Antibacterial Host Defense Unit,0.050933786078098474
Primary Immune Deficiency Clinic,Malaria Infection Biology and Immunity Unit,0.05091937765205092
